r[nm],potential[V]
4.200000000000001213e-08,3.789668330745515207e-02
4.300000000000001447e-08,3.789668330746790575e-02
4.400000000000001019e-08,3.789668330748065250e-02
4.500000000000001252e-08,3.789668330749340619e-02
4.600000000000001486e-08,3.789668330750616682e-02
4.700000000000001058e-08,3.789668330751891356e-02
4.800000000000001292e-08,3.789668330753166725e-02
4.900000000000001525e-08,3.789668330754442094e-02
5.000000000000001097e-08,3.789668330755718156e-02
5.100000000000001331e-08,3.789668330756993525e-02
5.200000000000001565e-08,3.789668330758268200e-02
5.300000000000001137e-08,3.789668330759544262e-02
5.400000000000001370e-08,3.789668330760818937e-02
5.500000000000001604e-08,3.789668330762095000e-02
5.600000000000001176e-08,3.789668330763370369e-02
5.700000000000001410e-08,3.789668330764645043e-02
5.800000000000001643e-08,3.789668330765920412e-02
5.900000000000001877e-08,3.789668330767195781e-02
6.000000000000002111e-08,3.789668330768471149e-02
6.100000000000001683e-08,3.789668330769746518e-02
6.200000000000001255e-08,3.789668330771021887e-02
6.300000000000002150e-08,3.789668330772297949e-02
6.400000000000001722e-08,3.789668330773572624e-02
6.500000000000001294e-08,3.789668330774847993e-02
6.600000000000002189e-08,3.789668330776124056e-02
6.700000000000001761e-08,3.789668330777398730e-02
6.800000000000001333e-08,3.789668330778674099e-02
6.900000000000002229e-08,3.789668330779950162e-02
7.000000000000001801e-08,3.789668330781224836e-02
7.100000000000001373e-08,3.789668330782500205e-02
7.200000000000002268e-08,3.789668330783776268e-02
7.300000000000001840e-08,3.789668330785050943e-02
7.400000000000001412e-08,3.789668330786326311e-02
7.500000000000002308e-08,3.789668330787601680e-02
7.600000000000001880e-08,3.789668330788877049e-02
7.700000000000001452e-08,3.789668330790152417e-02
7.800000000000002347e-08,3.789668330791427786e-02
7.900000000000001919e-08,3.789668330792703849e-02
8.000000000000002814e-08,3.789668330793978523e-02
8.100000000000002386e-08,3.789668330795253892e-02
8.200000000000001958e-08,3.789668330796529955e-02
8.300000000000002854e-08,3.789668330797804630e-02
8.400000000000002426e-08,3.789668330799079998e-02
8.500000000000001998e-08,3.789668330800356061e-02
8.600000000000002893e-08,3.789668330801630736e-02
8.700000000000002465e-08,3.789668330802906798e-02
8.800000000000002037e-08,3.789668330804182167e-02
8.900000000000002932e-08,3.789668330805456842e-02
9.000000000000002504e-08,3.789668330806732210e-02
9.100000000000002076e-08,3.789668330808007579e-02
9.200000000000002972e-08,3.789668330809282948e-02
9.300000000000002544e-08,3.789668330810558317e-02
9.400000000000002116e-08,3.789668330811833685e-02
9.500000000000003011e-08,3.789668330813109748e-02
9.600000000000002583e-08,3.789668330814384423e-02
9.700000000000002155e-08,3.789668330815659791e-02
9.800000000000003051e-08,3.789668330816935854e-02
9.900000000000002623e-08,3.789668330818210529e-02
1.000000000000000219e-07,3.789668330819485897e-02
1.010000000000000309e-07,3.789668330820761960e-02
1.020000000000000266e-07,3.789668330822036635e-02
1.030000000000000223e-07,3.789668330823312004e-02
1.040000000000000313e-07,3.789668330824587372e-02
1.050000000000000270e-07,3.789668330825862741e-02
1.060000000000000227e-07,3.789668330827138110e-02
1.070000000000000317e-07,3.789668330828413478e-02
1.080000000000000274e-07,3.789668330829689541e-02
1.090000000000000231e-07,3.789668330830964216e-02
1.100000000000000321e-07,3.789668330832239584e-02
1.110000000000000278e-07,3.789668330833515647e-02
1.120000000000000235e-07,3.789668330834790322e-02
1.130000000000000325e-07,3.789668330836064997e-02
1.140000000000000282e-07,3.789668330837341059e-02
1.150000000000000371e-07,3.789668330838616428e-02
1.160000000000000329e-07,3.789668330839891797e-02
1.170000000000000286e-07,3.789668330841167165e-02
1.180000000000000375e-07,3.789668330842442534e-02
1.190000000000000333e-07,3.789668330843717903e-02
1.200000000000000422e-07,3.789668330844993271e-02
1.210000000000000379e-07,3.789668330846267946e-02
1.220000000000000337e-07,3.789668330847543315e-02
1.230000000000000294e-07,3.789668330848819378e-02
1.240000000000000251e-07,3.789668330850095440e-02
1.250000000000000208e-07,3.789668330851369421e-02
1.260000000000000430e-07,3.789668330852644790e-02
1.270000000000000387e-07,3.789668330853920852e-02
1.280000000000000344e-07,3.789668330855196221e-02
1.290000000000000302e-07,3.789668330856470896e-02
1.300000000000000259e-07,3.789668330857746958e-02
1.310000000000000481e-07,3.789668330859021633e-02
