r[m],potential[V]
3.290000000000001005e-07,4.907557075249218553e-02
3.300000000000000698e-07,4.907254760861890636e-02
3.310000000000000920e-07,4.906842529802753206e-02
3.320000000000000612e-07,4.906397444863228735e-02
3.330000000000000834e-07,4.905858857585732730e-02
3.340000000000000526e-07,4.905286496428867826e-02
3.350000000000000748e-07,4.904955002614257847e-02
3.360000000000000970e-07,4.904874064526700689e-02
3.370000000000000663e-07,4.904669670288901162e-02
3.380000000000000885e-07,4.904275099773908880e-02
3.390000000000000577e-07,4.903877541120059413e-02
3.400000000000000799e-07,4.903435490955992959e-02
3.410000000000001021e-07,4.902993440791925117e-02
3.420000000000000713e-07,4.902786961920586883e-02
3.430000000000000935e-07,4.902597423561604051e-02
3.440000000000000628e-07,4.902334172641641119e-02
3.450000000000000850e-07,4.902042529043613983e-02
3.460000000000000542e-07,4.901482969656707073e-02
3.470000000000000764e-07,4.900781149058316272e-02
3.480000000000000986e-07,4.900116352596514679e-02
3.490000000000000679e-07,4.899511728751633488e-02
3.500000000000000900e-07,4.899046905441619554e-02
3.510000000000000593e-07,4.898816650049523519e-02
3.520000000000000815e-07,4.898557128246659731e-02
3.530000000000001037e-07,4.898245644957859024e-02
3.540000000000000729e-07,4.897923471187785871e-02
3.550000000000000951e-07,4.897497882457530621e-02
3.560000000000000644e-07,4.897074068091362281e-02
3.570000000000000865e-07,4.896740452692172063e-02
3.580000000000000558e-07,4.896406837292983233e-02
3.590000000000000780e-07,4.895993074859156940e-02
3.600000000000001002e-07,4.895560992519205207e-02
3.610000000000000694e-07,4.895218405604621209e-02
3.620000000000000916e-07,4.894896580378460538e-02
3.630000000000000609e-07,4.894824389634376549e-02
3.640000000000000831e-07,4.894876282943695645e-02
3.650000000000001052e-07,4.894851263182816575e-02
3.660000000000000745e-07,4.894646917201869035e-02
3.670000000000000967e-07,4.894423337758527920e-02
3.680000000000000659e-07,4.894127650684212960e-02
3.690000000000000881e-07,4.893831963609897306e-02
3.700000000000000574e-07,4.893512201915752730e-02
3.710000000000000796e-07,4.893191043578598576e-02
3.720000000000001018e-07,4.893002387214967497e-02
3.730000000000000710e-07,4.892883340502756501e-02
3.740000000000000932e-07,4.892561941552902444e-02
3.750000000000000624e-07,4.892107963334701992e-02
3.760000000000000846e-07,4.891586060279132925e-02
3.770000000000000539e-07,4.890951357479592781e-02
3.780000000000000761e-07,4.890409066475979311e-02
3.790000000000000983e-07,4.890125536073156726e-02
3.800000000000000675e-07,4.889842005670335529e-02
3.810000000000000897e-07,4.889650369505850469e-02
3.820000000000000589e-07,4.889465390051355581e-02
3.830000000000000811e-07,4.889206846387554595e-02
3.840000000000001563e-07,4.888932002889685713e-02
3.850000000000001255e-07,4.888734868613405643e-02
3.860000000000001477e-07,4.888591413583117523e-02
3.870000000000001170e-07,4.888344040018585690e-02
3.880000000000001391e-07,4.888007741821402685e-02
3.890000000000001613e-07,4.887602859602672295e-02
3.900000000000001306e-07,4.887004175633972297e-02
3.910000000000001528e-07,4.886543342901063930e-02
3.920000000000001220e-07,4.886476625680326313e-02
3.930000000000001442e-07,4.886453511486364004e-02
3.940000000000001135e-07,4.886576521975156268e-02
3.950000000000001357e-07,4.886699532463948531e-02
3.960000000000001578e-07,4.886522559707829477e-02
3.970000000000001271e-07,4.886339275512972813e-02
3.980000000000001493e-07,4.885923686300520236e-02
3.990000000000001185e-07,4.885479036097963718e-02
4.000000000000001407e-07,4.885039686987327490e-02
4.010000000000001629e-07,4.884602613524878512e-02
4.020000000000001322e-07,4.884324837337616909e-02
4.030000000000001543e-07,4.884194528023978743e-02
4.040000000000001236e-07,4.884203222898170216e-02
4.050000000000001458e-07,4.884442592762981011e-02
4.060000000000001150e-07,4.884625614809626204e-02
4.070000000000001372e-07,4.884503072441211124e-02
4.080000000000001594e-07,4.884372969932085362e-02
4.090000000000001287e-07,4.884171898755930441e-02
4.100000000000001509e-07,4.883970827579775520e-02
4.110000000000001201e-07,4.883853614263115872e-02
4.120000000000001423e-07,4.883755475713939115e-02
4.130000000000001645e-07,4.883599350533442129e-02
4.140000000000001337e-07,4.883394085805257273e-02
4.150000000000001559e-07,4.883098537220444124e-02
4.160000000000001252e-07,4.882702671155535190e-02
4.170000000000001474e-07,4.882412579861599572e-02
4.180000000000001166e-07,4.882421125835350456e-02
4.190000000000001388e-07,4.882432237124674501e-02
4.200000000000001610e-07,4.882460118987915626e-02
4.210000000000001302e-07,4.882488000851157445e-02
4.220000000000001524e-07,4.882170378671683159e-02
4.230000000000001217e-07,4.881767443039324722e-02
4.240000000000001439e-07,4.881563725803703124e-02
4.250000000000001661e-07,4.881443641692694707e-02
4.260000000000001353e-07,4.881363071685690391e-02
4.270000000000001575e-07,4.881328707925153970e-02
4.280000000000001267e-07,4.881321375714905986e-02
4.290000000000001489e-07,4.881350678425685347e-02
4.300000000000001182e-07,4.881375830059187654e-02
4.310000000000001404e-07,4.881370528182732427e-02
4.320000000000001626e-07,4.881365226306277200e-02
4.330000000000001318e-07,4.881184241698297704e-02
4.340000000000001540e-07,4.880976913051943838e-02
4.350000000000001233e-07,4.880593902056646477e-02
4.360000000000001454e-07,4.880161035903319428e-02
4.370000000000001147e-07,4.879945321041448403e-02
4.380000000000001369e-07,4.879880595020712197e-02
4.390000000000001591e-07,4.879853264349638675e-02
4.400000000000001283e-07,4.879873927194462030e-02
4.410000000000001505e-07,4.879914348332008156e-02
4.420000000000001198e-07,4.879998723028447505e-02
4.430000000000001419e-07,4.880039027279882424e-02
4.440000000000001641e-07,4.879980254969502884e-02
4.450000000000001334e-07,4.879921263933773012e-02
4.460000000000001556e-07,4.879859966631450857e-02
4.470000000000001248e-07,4.879797647943551198e-02
4.480000000000001470e-07,4.879700038067764228e-02
4.490000000000001163e-07,4.879602428191978647e-02
4.500000000000001385e-07,4.879551494081526414e-02
4.510000000000001606e-07,4.879516908908627243e-02
4.520000000000001299e-07,4.879442523046198521e-02
4.530000000000001521e-07,4.879178771642129347e-02
4.540000000000001213e-07,4.878915020238060868e-02
4.550000000000001435e-07,4.878740014718872114e-02
4.560000000000001657e-07,4.878566049578447750e-02
4.570000000000001350e-07,4.878677133013375328e-02
4.580000000000001572e-07,4.878845499386429835e-02
4.590000000000001264e-07,4.878828482482754081e-02
4.600000000000001486e-07,4.878735256317703189e-02
4.610000000000001178e-07,4.878495691840784715e-02
4.620000000000001400e-07,4.878104824633679171e-02
4.630000000000001622e-07,4.877787722085354105e-02
4.640000000000001315e-07,4.877855127774415045e-02
4.650000000000001537e-07,4.877896806565503590e-02
4.660000000000001229e-07,4.877793442514907069e-02
4.670000000000001451e-07,4.877690078464311241e-02
4.680000000000001673e-07,4.877459235658536396e-02
4.690000000000001365e-07,4.877210006843062801e-02
4.700000000000001587e-07,4.877132303825016529e-02
4.710000000000001280e-07,4.877094928175508548e-02
4.720000000000001502e-07,4.877083249523778835e-02
4.730000000000001194e-07,4.877099527029722659e-02
4.740000000000001416e-07,4.877149497241549392e-02
4.750000000000001638e-07,4.877272154463387771e-02
4.760000000000001330e-07,4.877364130305884837e-02
4.770000000000001552e-07,4.877264360033547325e-02
4.780000000000001245e-07,4.877155777185487873e-02
4.790000000000000937e-07,4.876817702406912453e-02
4.800000000000001689e-07,4.876479627628339114e-02
4.810000000000001381e-07,4.876333737086240017e-02
4.820000000000001074e-07,4.876236817749881464e-02
4.830000000000001825e-07,4.876538863564412046e-02
4.840000000000001517e-07,4.876968812096141997e-02
4.850000000000001210e-07,4.877075124200225265e-02
4.860000000000001961e-07,4.877076408588984502e-02
4.870000000000001654e-07,4.876900973948356671e-02
4.880000000000001346e-07,4.876500198832471600e-02
4.890000000000001039e-07,4.876113586036204955e-02
4.900000000000001790e-07,4.875803531382938427e-02
4.910000000000001482e-07,4.875515929251204167e-02
4.920000000000001175e-07,4.875625510383893579e-02
4.930000000000001926e-07,4.875735091516584380e-02
4.940000000000001619e-07,4.875760655357504886e-02
4.950000000000001311e-07,4.875753998921854293e-02
4.960000000000001004e-07,4.875432332609887232e-02
4.970000000000001755e-07,4.874899676889436068e-02
4.980000000000001448e-07,4.874989824313349235e-02
4.990000000000001140e-07,4.876284416524451909e-02
5.000000000000000833e-07,4.877579008735553889e-02
