z[nm],potential[V]
-1.960000000000000081e-07,3.046388954856900644e-01
-1.952179999999999948e-07,3.046388955664555143e-01
-1.944360000000000081e-07,3.046388956472209641e-01
-1.936539999999999949e-07,3.046388957279864695e-01
-1.928720000000000081e-07,3.046388958087519749e-01
-1.920899999999999949e-07,3.046388958895174248e-01
-1.913080000000000081e-07,3.046388959702828747e-01
-1.905259999999999949e-07,3.046388960510483801e-01
-1.897440000000000082e-07,3.046388961318138300e-01
-1.889619999999999949e-07,3.046388962125792799e-01
-1.881800000000000082e-07,3.046388962933447297e-01
-1.873979999999999950e-07,3.046388963741102351e-01
-1.866160000000000082e-07,3.046388964548756850e-01
-1.858339999999999950e-07,3.046388965356411904e-01
-1.850520000000000082e-07,3.046388966164066403e-01
-1.842699999999999950e-07,3.046388966971720902e-01
-1.834880000000000083e-07,3.046388967779375956e-01
-1.827059999999999950e-07,3.046388968587030455e-01
-1.819240000000000083e-07,3.046388969394685509e-01
-1.811419999999999951e-07,3.046388970202340007e-01
-1.803600000000000083e-07,3.046388971009995061e-01
-1.795779999999999951e-07,3.046388971817649560e-01
-1.787960000000000083e-07,3.046388972625304059e-01
-1.780139999999999951e-07,3.046388973432958558e-01
-1.772320000000000084e-07,3.046388974240613612e-01
-1.764499999999999951e-07,3.046388975048268666e-01
-1.756680000000000084e-07,3.046388975855923165e-01
-1.748859999999999952e-07,3.046388976663577663e-01
-1.741040000000000084e-07,3.046388977471232717e-01
-1.733219999999999952e-07,3.046388978278887216e-01
-1.725400000000000084e-07,3.046388979086542270e-01
-1.717579999999999952e-07,3.046388979894196769e-01
-1.709760000000000085e-07,3.046388980701851268e-01
-1.701939999999999952e-07,3.046388981509505767e-01
-1.694120000000000085e-07,3.046388982317160821e-01
-1.686299999999999953e-07,3.046388983124815319e-01
-1.678480000000000085e-07,3.046388983932469818e-01
-1.670659999999999953e-07,3.046388984740124872e-01
-1.662840000000000085e-07,3.046388985547779926e-01
-1.655019999999999953e-07,3.046388986355434425e-01
-1.647200000000000086e-07,3.046388987163088924e-01
-1.639379999999999953e-07,3.046388987970743978e-01
-1.631560000000000086e-07,3.046388988778398477e-01
-1.623739999999999954e-07,3.046388989586053531e-01
-1.615920000000000086e-07,3.046388990393708029e-01
-1.608099999999999954e-07,3.046388991201362528e-01
-1.600280000000000086e-07,3.046388992009017582e-01
-1.592459999999999954e-07,3.046388992816672081e-01
-1.584640000000000087e-07,3.046388993624326580e-01
-1.576819999999999954e-07,3.046388994431981634e-01
-1.569000000000000087e-07,3.046388995239636133e-01
-1.561179999999999955e-07,3.046388996047290632e-01
-1.553360000000000087e-07,3.046388996854946241e-01
-1.545539999999999955e-07,3.046388997662600739e-01
-1.537720000000000087e-07,3.046388998470255238e-01
-1.529899999999999955e-07,3.046388999277909737e-01
-1.522080000000000087e-07,3.046389000085564791e-01
-1.514259999999999955e-07,3.046389000893219290e-01
-1.506440000000000088e-07,3.046389001700873789e-01
-1.498619999999999955e-07,3.046389002508528843e-01
-1.490800000000000088e-07,3.046389003316183341e-01
-1.482979999999999956e-07,3.046389004123838395e-01
-1.475160000000000088e-07,3.046389004931492339e-01
-1.467339999999999956e-07,3.046389005739147948e-01
-1.459520000000000088e-07,3.046389006546802447e-01
-1.451699999999999956e-07,3.046389007354457501e-01
-1.443880000000000089e-07,3.046389008162111445e-01
-1.436059999999999956e-07,3.046389008969766499e-01
-1.428240000000000089e-07,3.046389009777420998e-01
-1.420419999999999957e-07,3.046389010585076051e-01
-1.412600000000000089e-07,3.046389011392730550e-01
-1.404779999999999957e-07,3.046389012200385604e-01
-1.396960000000000089e-07,3.046389013008040103e-01
-1.389139999999999957e-07,3.046389013815694602e-01
-1.381320000000000090e-07,3.046389014623349656e-01
-1.373499999999999957e-07,3.046389015431004155e-01
-1.365680000000000090e-07,3.046389016238659209e-01
-1.357859999999999958e-07,3.046389017046313707e-01
-1.350039999999999825e-07,3.046389017853968761e-01
-1.342219999999999958e-07,3.046389018661623260e-01
-1.334400000000000090e-07,3.046389019469277759e-01
-1.326579999999999958e-07,3.046389020276932258e-01
-1.318759999999999826e-07,3.046389021084587312e-01
-1.310939999999999958e-07,3.046389021892241811e-01
-1.303120000000000091e-07,3.046389022699896310e-01
