r[m],potential[V]
1.290000000000000302e-07,2.862348998009988862e-02
1.300000000000000259e-07,2.899113288105725772e-02
1.310000000000000481e-07,2.934356673716972605e-02
1.320000000000000438e-07,2.968821089090664320e-02
1.330000000000000395e-07,3.002515987931652849e-02
1.340000000000000352e-07,3.035130654974221159e-02
1.350000000000000309e-07,3.067563503537307570e-02
1.360000000000000267e-07,3.098468055839667321e-02
1.370000000000000489e-07,3.129250890814439662e-02
1.380000000000000446e-07,3.158532624160657887e-02
1.390000000000000403e-07,3.187814357506876806e-02
1.400000000000000360e-07,3.215728586631275143e-02
1.410000000000000317e-07,3.243355904806830697e-02
1.420000000000000275e-07,3.269990932623093038e-02
1.430000000000000496e-07,3.296266348845931782e-02
1.440000000000000454e-07,3.321787370947622275e-02
1.450000000000000411e-07,3.346683229777291241e-02
1.460000000000000368e-07,3.370888367165415095e-02
1.470000000000000325e-07,3.394515885237869152e-02
1.480000000000000282e-07,3.417704075217149057e-02
1.490000000000000504e-07,3.440183558036318673e-02
1.500000000000000462e-07,3.462309149345371706e-02
1.510000000000000419e-07,3.483452415046145445e-02
1.520000000000000376e-07,3.504566107310826822e-02
1.530000000000000333e-07,3.524999673944730072e-02
1.540000000000000290e-07,3.545433240578631934e-02
1.550000000000000512e-07,3.564939696126994545e-02
1.560000000000000469e-07,3.584432133536292336e-02
1.570000000000000427e-07,3.603090986590198191e-02
1.580000000000000384e-07,3.621327488246370296e-02
1.590000000000000341e-07,3.639131677744895932e-02
1.600000000000000298e-07,3.656691901312306842e-02
1.610000000000000255e-07,3.674056543744888548e-02
1.620000000000000477e-07,3.691107408183081501e-02
1.630000000000000434e-07,3.707889736499192512e-02
1.640000000000000392e-07,3.724040210902224146e-02
1.650000000000000349e-07,3.740190685305255780e-02
1.660000000000000306e-07,3.755492946734359516e-02
1.670000000000000263e-07,3.770766757014090004e-02
1.680000000000000485e-07,3.785474449917392015e-02
1.690000000000000442e-07,3.800063505183244594e-02
1.700000000000000400e-07,3.814312642303677864e-02
1.710000000000000357e-07,3.828359163852937397e-02
1.720000000000000314e-07,3.842080785140856991e-02
1.730000000000000271e-07,3.855533342996284030e-02
1.740000000000000493e-07,3.868818557846439438e-02
1.750000000000000450e-07,3.881685038087757250e-02
1.760000000000000407e-07,3.894551518329075063e-02
1.770000000000000365e-07,3.906918869667846961e-02
1.780000000000000322e-07,3.919282208044412574e-02
1.790000000000000279e-07,3.931160354113964750e-02
1.800000000000000501e-07,3.943010001976768319e-02
1.810000000000000458e-07,3.954483634210721743e-02
1.820000000000000415e-07,3.965805380327649260e-02
1.830000000000000372e-07,3.976928104308644768e-02
1.840000000000000330e-07,3.987920078656621847e-02
1.850000000000000287e-07,3.998761852029890373e-02
1.860000000000000509e-07,4.009406575030155517e-02
1.870000000000000466e-07,4.019842084714219527e-02
1.880000000000000423e-07,4.030000594589389779e-02
1.890000000000000380e-07,4.040104907114655530e-02
1.900000000000000338e-07,4.050048516309513041e-02
1.910000000000000295e-07,4.059895902378873184e-02
1.920000000000000781e-07,4.069200369911976645e-02
1.930000000000000739e-07,4.078504837445080800e-02
1.940000000000000696e-07,4.087429778366620525e-02
1.950000000000000653e-07,4.096317728075228592e-02
1.960000000000000610e-07,4.105140153216600002e-02
1.970000000000000567e-07,4.113834957035129858e-02
1.980000000000000789e-07,4.122502002974948176e-02
1.990000000000000746e-07,4.130946365029117273e-02
2.000000000000000704e-07,4.139390727083286370e-02
2.010000000000000661e-07,4.147642911887766681e-02
2.020000000000000618e-07,4.155894758105519587e-02
2.030000000000000575e-07,4.163879677505046006e-02
2.040000000000000797e-07,4.171810348798640766e-02
2.050000000000000754e-07,4.179527166008326078e-02
2.060000000000000711e-07,4.187132452014726003e-02
2.070000000000000669e-07,4.194716138900557445e-02
2.080000000000000626e-07,4.202255278554163642e-02
2.090000000000000583e-07,4.209671503207714632e-02
2.100000000000000805e-07,4.216761825699234800e-02
2.110000000000000762e-07,4.223852148190754274e-02
2.120000000000000719e-07,4.230455760176729529e-02
2.130000000000000677e-07,4.237057601229984871e-02
2.140000000000000634e-07,4.243744415639200129e-02
2.150000000000000591e-07,4.250433389393344641e-02
2.160000000000000813e-07,4.256945478473618538e-02
2.170000000000000770e-07,4.263360008036324450e-02
2.180000000000000727e-07,4.269664194361175169e-02
2.190000000000000684e-07,4.275827455058962140e-02
2.200000000000000642e-07,4.281977647996020042e-02
2.210000000000000599e-07,4.288097853497297579e-02
2.220000000000000821e-07,4.294173864504136767e-02
2.230000000000000778e-07,4.300016820376346971e-02
2.240000000000000735e-07,4.305859776248557869e-02
2.250000000000000692e-07,4.311544868115348844e-02
2.260000000000000649e-07,4.317223810114022287e-02
2.270000000000000607e-07,4.322905429524122323e-02
2.280000000000000829e-07,4.328587415203360295e-02
2.290000000000000786e-07,4.334177584048348741e-02
2.300000000000000743e-07,4.339754924578346357e-02
2.310000000000000700e-07,4.345150269481891370e-02
2.320000000000000657e-07,4.350429835671783263e-02
2.330000000000000615e-07,4.355500949661027243e-02
2.340000000000000836e-07,4.360431741367524344e-02
2.350000000000000794e-07,4.365386427538266861e-02
2.360000000000000751e-07,4.370391847290885229e-02
2.370000000000000708e-07,4.375338942830631767e-02
2.380000000000000665e-07,4.380160912502082532e-02
2.390000000000000622e-07,4.384880335128031603e-02
2.400000000000000844e-07,4.389291391897197359e-02
2.410000000000000537e-07,4.393702448666363808e-02
2.420000000000000759e-07,4.398348758220967797e-02
2.430000000000000981e-07,4.403022341265713790e-02
2.440000000000000673e-07,4.407722041276856267e-02
2.450000000000000895e-07,4.412432059844023646e-02
2.460000000000000587e-07,4.416849254462649338e-02
2.470000000000000809e-07,4.421003368674455980e-02
2.480000000000000502e-07,4.425127126001027200e-02
2.490000000000000724e-07,4.429126401039280847e-02
2.500000000000000946e-07,4.433162444832380866e-02
2.510000000000000638e-07,4.437392145245006025e-02
2.520000000000000860e-07,4.441621845657631185e-02
2.530000000000000553e-07,4.445593967397384189e-02
2.540000000000000774e-07,4.449531654768723588e-02
2.550000000000000467e-07,4.453342745312612039e-02
2.560000000000000689e-07,4.457130567258844878e-02
2.570000000000000911e-07,4.460978992943351318e-02
2.580000000000000603e-07,4.464884712135950423e-02
2.590000000000000825e-07,4.468665447635021548e-02
2.600000000000000518e-07,4.472186422650918647e-02
2.610000000000000740e-07,4.475678867486108242e-02
2.620000000000000961e-07,4.479034957506001363e-02
2.630000000000000654e-07,4.482401680806456096e-02
2.640000000000000876e-07,4.485993500250559651e-02
2.650000000000000568e-07,4.489585319694663207e-02
2.660000000000000790e-07,4.492920378817889110e-02
2.670000000000000483e-07,4.496203600619928104e-02
2.680000000000000705e-07,4.499449397671015372e-02
2.690000000000000926e-07,4.502683721698099578e-02
2.700000000000000619e-07,4.506060631826787344e-02
2.710000000000000841e-07,4.509481803069336631e-02
2.720000000000000533e-07,4.512741931854065414e-02
2.730000000000000755e-07,4.515831485038408755e-02
2.740000000000000977e-07,4.518878921815072669e-02
2.750000000000000670e-07,4.521878940988430934e-02
2.760000000000000892e-07,4.524902242848698880e-02
2.770000000000000584e-07,4.528015347636767801e-02
2.780000000000000806e-07,4.531136066520104200e-02
2.790000000000000498e-07,4.534315247045492964e-02
2.800000000000000720e-07,4.537494427570883115e-02
2.810000000000000942e-07,4.540303171141412547e-02
2.820000000000000635e-07,4.543062471811790820e-02
2.830000000000000857e-07,4.545691318315917689e-02
2.840000000000000549e-07,4.548273679007831805e-02
2.850000000000000771e-07,4.550924982219965026e-02
2.860000000000000993e-07,4.553621769516576212e-02
2.870000000000000685e-07,4.556336551210216079e-02
2.880000000000000907e-07,4.559078747785806629e-02
2.890000000000000600e-07,4.561814661310376051e-02
2.900000000000000822e-07,4.564461040628793598e-02
2.910000000000000514e-07,4.567090885416852375e-02
2.920000000000000736e-07,4.569372052573766191e-02
2.930000000000000958e-07,4.571653219730680007e-02
2.940000000000000650e-07,4.574097019181662394e-02
2.950000000000000872e-07,4.576590006690955253e-02
2.960000000000000565e-07,4.579086930834897623e-02
2.970000000000000787e-07,4.581585429864341863e-02
2.980000000000001009e-07,4.584022516946709147e-02
2.990000000000000701e-07,4.586360904568490687e-02
3.000000000000000923e-07,4.588701420279917009e-02
3.010000000000000616e-07,4.591049915019758398e-02
3.020000000000000837e-07,4.593393292057389860e-02
3.030000000000000530e-07,4.595621511103513412e-02
3.040000000000000752e-07,4.597849730149637659e-02
3.050000000000000974e-07,4.599740556157816407e-02
3.060000000000000666e-07,4.601606303752722726e-02
3.070000000000000888e-07,4.603560437892807028e-02
3.080000000000000581e-07,4.605552174458397291e-02
3.090000000000000802e-07,4.607597395244871635e-02
3.100000000000001024e-07,4.609671279760540336e-02
3.110000000000000717e-07,4.611657374897097650e-02
3.120000000000000939e-07,4.613595953351331408e-02
3.130000000000000631e-07,4.615556798107665198e-02
3.140000000000000853e-07,4.617555340041724909e-02
3.150000000000000546e-07,4.619521251893653202e-02
3.160000000000000768e-07,4.621423798888225215e-02
3.170000000000000989e-07,4.623286299846512959e-02
3.180000000000000682e-07,4.624751616349950106e-02
3.190000000000000904e-07,4.626254784637542916e-02
3.200000000000000596e-07,4.628143787920835361e-02
3.210000000000000818e-07,4.630032791204127113e-02
3.220000000000000511e-07,4.631870898361423877e-02
3.230000000000000733e-07,4.633708418457441192e-02
3.240000000000000955e-07,4.635415346181322865e-02
3.250000000000000647e-07,4.637091561118947269e-02
3.260000000000000869e-07,4.638869654701642531e-02
3.270000000000000561e-07,4.640703189505286652e-02
3.280000000000000783e-07,4.642531150218487390e-02
3.290000000000001005e-07,4.644311049211503201e-02
3.300000000000000698e-07,4.646090948204519705e-02
3.310000000000000920e-07,4.647742677616222701e-02
3.320000000000000612e-07,4.649356097388231829e-02
3.330000000000000834e-07,4.650845226164039559e-02
3.340000000000000526e-07,4.652289459922210463e-02
3.350000000000000748e-07,4.653926474821635378e-02
3.360000000000000970e-07,4.655764025080304236e-02
3.370000000000000663e-07,4.657475566817680102e-02
3.380000000000000885e-07,4.658993000514046606e-02
3.390000000000000577e-07,4.660504191334981922e-02
3.400000000000000799e-07,4.661922429662954809e-02
3.410000000000001021e-07,4.663340667990928390e-02
3.420000000000000713e-07,4.664935102922714710e-02
3.430000000000000935e-07,4.666542208586613866e-02
3.440000000000000628e-07,4.668055667148829357e-02
3.450000000000000850e-07,4.669533054626624075e-02
3.460000000000000542e-07,4.670732345925795309e-02
3.470000000000000764e-07,4.671783970305275896e-02
3.480000000000000986e-07,4.672855218894642060e-02
3.490000000000000679e-07,4.673958361274722223e-02
3.500000000000000900e-07,4.675176507372039852e-02
3.510000000000000593e-07,4.676587615409957127e-02
3.520000000000000815e-07,4.677957306852997127e-02
3.530000000000001037e-07,4.679253464584326450e-02
3.540000000000000729e-07,4.680535790475588015e-02
3.550000000000000951e-07,4.681684313299120520e-02
3.560000000000000644e-07,4.682833868713931480e-02
3.570000000000000865e-07,4.684035915422559565e-02
3.580000000000000558e-07,4.685237962131188344e-02
3.590000000000000780e-07,4.686336400567428506e-02
3.600000000000001002e-07,4.687411156357982472e-02
3.610000000000000694e-07,4.688536444679419768e-02
3.620000000000000916e-07,4.689673455842074956e-02
3.630000000000000609e-07,4.691012392272073117e-02
3.640000000000000831e-07,4.692451698272204902e-02
3.650000000000001052e-07,4.693812251467588403e-02
3.660000000000000745e-07,4.694989189020548626e-02
3.670000000000000967e-07,4.696140051349226990e-02
3.680000000000000659e-07,4.697193155790549413e-02
3.690000000000000881e-07,4.698246260231871835e-02
3.700000000000000574e-07,4.699248001126987706e-02
3.710000000000000796e-07,4.700246762264240902e-02
3.720000000000001018e-07,4.701342918426584111e-02
3.730000000000000710e-07,4.702490240873975769e-02
3.740000000000000932e-07,4.703432285382071198e-02
3.750000000000000624e-07,4.704239833729827180e-02
3.760000000000000846e-07,4.704970488466641426e-02
3.770000000000000539e-07,4.705573449417747162e-02
3.780000000000000761e-07,4.706254604342418463e-02
3.790000000000000983e-07,4.707154708800261739e-02
3.800000000000000675e-07,4.708054813258105709e-02
3.810000000000000897e-07,4.709012763380596850e-02
3.820000000000000589e-07,4.709974903774651056e-02
3.830000000000000811e-07,4.710844735513215059e-02
3.840000000000001563e-07,4.711694114156698282e-02
3.850000000000001255e-07,4.712595009846044097e-02
3.860000000000001477e-07,4.713531491996315881e-02
3.870000000000001170e-07,4.714358488446811907e-02
3.880000000000001391e-07,4.715091796358455989e-02
3.890000000000001613e-07,4.715752121564373983e-02
3.900000000000001306e-07,4.716206215409581709e-02
3.910000000000001528e-07,4.716783245197262581e-02
3.920000000000001220e-07,4.717711747800218403e-02
3.930000000000001442e-07,4.718674909568238568e-02
3.940000000000001135e-07,4.719754222894396306e-02
3.950000000000001357e-07,4.720833536220554738e-02
3.960000000000001578e-07,4.721611553786123766e-02
3.970000000000001271e-07,4.722383232298538874e-02
3.980000000000001493e-07,4.722910193761303138e-02
3.990000000000001185e-07,4.723406541508394507e-02
4.000000000000001407e-07,4.723888305638303253e-02
4.010000000000001629e-07,4.724363809325557440e-02
4.020000000000001322e-07,4.724976127751753796e-02
4.030000000000001543e-07,4.725715100207616287e-02
4.040000000000001236e-07,4.726573564192960986e-02
4.050000000000001458e-07,4.727630322257589390e-02
4.060000000000001150e-07,4.728631421067466117e-02
4.070000000000001372e-07,4.729330689421884504e-02
4.080000000000001594e-07,4.730020272086749022e-02
4.090000000000001287e-07,4.730618933100381313e-02
4.100000000000001509e-07,4.731217594114014297e-02
4.110000000000001201e-07,4.731873556579973411e-02
4.120000000000001423e-07,4.732542553147759540e-02
4.130000000000001645e-07,4.733146036019151431e-02
4.140000000000001337e-07,4.733694000690315956e-02
4.150000000000001559e-07,4.734144311823617474e-02
4.160000000000001252e-07,4.734486116772018000e-02
4.170000000000001474e-07,4.734921365524108472e-02
4.180000000000001166e-07,4.735620437132624649e-02
4.190000000000001388e-07,4.736319263487502595e-02
4.200000000000001610e-07,4.737016486513610097e-02
4.210000000000001302e-07,4.737713709539717599e-02
4.220000000000001524e-07,4.738065681211227342e-02
4.230000000000001217e-07,4.738332401824765783e-02
4.240000000000001439e-07,4.738772235490584794e-02
4.250000000000001661e-07,4.739284743094705765e-02
4.260000000000001353e-07,4.739823873271700044e-02
4.270000000000001575e-07,4.740394134843287782e-02
4.280000000000001267e-07,4.740981008613115444e-02
4.290000000000001489e-07,4.741590396318111356e-02
4.300000000000001182e-07,4.742193201907916877e-02
4.310000000000001404e-07,4.742747719186740651e-02
4.320000000000001626e-07,4.743302236465563038e-02
4.330000000000001318e-07,4.743673881749887328e-02
4.340000000000001540e-07,4.744018104948962561e-02
4.350000000000001233e-07,4.744179348868775292e-02
4.360000000000001454e-07,4.744288666906797125e-02
4.370000000000001147e-07,4.744592140290985333e-02
4.380000000000001369e-07,4.745030613059800922e-02
4.390000000000001591e-07,4.745495976773188296e-02
4.400000000000001283e-07,4.745995852557927108e-02
4.410000000000001505e-07,4.746508864345850426e-02
4.420000000000001198e-07,4.747051097995077379e-02
4.430000000000001419e-07,4.747545865496869549e-02
4.440000000000001641e-07,4.747933922419952935e-02
4.450000000000001334e-07,4.748319972972475655e-02
4.460000000000001556e-07,4.748684868110725210e-02
4.470000000000001248e-07,4.749048284961544103e-02
4.480000000000001470e-07,4.749360623629381856e-02
4.490000000000001163e-07,4.749672962297220302e-02
4.500000000000001385e-07,4.750013646214202440e-02
4.510000000000001606e-07,4.750364258510610116e-02
4.520000000000001299e-07,4.750673521343608263e-02
4.530000000000001521e-07,4.750786049807737693e-02
4.540000000000001213e-07,4.750898578271866429e-02
4.550000000000001435e-07,4.751077390904399206e-02
4.560000000000001657e-07,4.751256980594271290e-02
4.570000000000001350e-07,4.751690965319536886e-02
4.580000000000001572e-07,4.752176072893089798e-02
4.590000000000001264e-07,4.752473522343114709e-02
4.600000000000001486e-07,4.752693827364376511e-02
4.610000000000001178e-07,4.752765441179090250e-02
4.620000000000001400e-07,4.752683319548735991e-02
4.630000000000001622e-07,4.752668455744558929e-02
4.640000000000001315e-07,4.753004182434831387e-02
4.650000000000001537e-07,4.753312870552187791e-02
4.660000000000001229e-07,4.753469120880320781e-02
4.670000000000001451e-07,4.753625371208452383e-02
4.680000000000001673e-07,4.753645752123927121e-02
4.690000000000001365e-07,4.753646536861703964e-02
4.700000000000001587e-07,4.753795533169050125e-02
4.710000000000001280e-07,4.753979375445206712e-02
4.720000000000001502e-07,4.754179445751769567e-02
4.730000000000001194e-07,4.754397170781295145e-02
4.740000000000001416e-07,4.754641752013504669e-02
4.750000000000001638e-07,4.754944271515205295e-02
4.760000000000001330e-07,4.755215513087963225e-02
4.770000000000001552e-07,4.755291280354031341e-02
4.780000000000001245e-07,4.755358029553240912e-02
4.790000000000000937e-07,4.755189935542267904e-02
4.800000000000001689e-07,4.755021841531295590e-02
4.810000000000001381e-07,4.755023326426347646e-02
4.820000000000001074e-07,4.755068022375794762e-02
4.830000000000001825e-07,4.755480044387840055e-02
4.840000000000001517e-07,4.756009826062353174e-02
4.850000000000001210e-07,4.756220062765839640e-02
4.860000000000001961e-07,4.756326599528949706e-02
4.870000000000001654e-07,4.756257189579379818e-02
4.880000000000001346e-07,4.755963423961984127e-02
4.890000000000001039e-07,4.755680554446928970e-02
4.900000000000001790e-07,4.755456586678452613e-02
4.910000000000001482e-07,4.755253103403744852e-02
4.920000000000001175e-07,4.755411989143711743e-02
4.930000000000001926e-07,4.755570874883678634e-02
4.940000000000001619e-07,4.755639589433603015e-02
4.950000000000001311e-07,4.755673723712960238e-02
4.960000000000001004e-07,4.755399174952320424e-02
4.970000000000001755e-07,4.754917874413677054e-02
4.980000000000001448e-07,4.755022604076278303e-02
4.990000000000001140e-07,4.756260662989721805e-02
5.000000000000000833e-07,4.757498721903163919e-02
