z[m],potential[V]
-1.188200000000000144e-07,7.754199488183853616e-04
-1.184100000000000128e-07,7.820363573227566206e-04
-1.180000000000000111e-07,7.886527658271278796e-04
-1.175900000000000094e-07,7.952691743314990302e-04
-1.171800000000000077e-07,8.018855828358701808e-04
-1.167700000000000192e-07,8.085019913402412229e-04
-1.163600000000000043e-07,8.151183998446125904e-04
-1.159500000000000159e-07,8.217348083489836325e-04
-1.155400000000000142e-07,8.283512168533548915e-04
-1.151300000000000125e-07,8.349676253577259337e-04
-1.147200000000000108e-07,8.415840338620974095e-04
-1.143100000000000091e-07,8.482004423664684517e-04
-1.139000000000000074e-07,8.548168508708394939e-04
-1.134900000000000190e-07,8.614332593752107529e-04
-1.130800000000000041e-07,8.680496678795822287e-04
-1.126700000000000024e-07,8.746660763839532709e-04
-1.122600000000000139e-07,8.812824848883243131e-04
-1.118500000000000122e-07,8.878988933926953552e-04
-1.114400000000000238e-07,8.945153018970666142e-04
-1.110300000000000089e-07,9.011317104014380901e-04
-1.106200000000000072e-07,9.080348189194868561e-04
-1.102100000000000187e-07,9.149748536818666641e-04
-1.098000000000000171e-07,9.219148884442465806e-04
-1.093900000000000021e-07,9.288549232066264970e-04
-1.089800000000000137e-07,9.357949579690063050e-04
-1.085700000000000120e-07,9.427349927313860047e-04
-1.081600000000000235e-07,9.496750274937658127e-04
-1.077500000000000086e-07,9.566150622561458376e-04
-1.073400000000000069e-07,9.635550970185256456e-04
-1.069300000000000185e-07,9.704951317809054536e-04
-1.065200000000000168e-07,9.774351665432852616e-04
-1.061100000000000019e-07,9.843752013056650697e-04
-1.057000000000000134e-07,9.913152360680448777e-04
-1.052900000000000117e-07,9.982552708304246857e-04
-1.048800000000000101e-07,1.005195305592804494e-03
-1.044700000000000084e-07,1.012135340355184519e-03
-1.040600000000000067e-07,1.019075375117564327e-03
-1.036500000000000182e-07,1.026015409879944135e-03
-1.032400000000000165e-07,1.032955444642323943e-03
-1.028300000000000149e-07,1.039895479404703751e-03
-1.024200000000000132e-07,1.046835514167083776e-03
-1.020100000000000115e-07,1.053775548929463367e-03
-1.016000000000000098e-07,1.060715583691843175e-03
-1.011900000000000214e-07,1.067655618454222983e-03
-1.007800000000000064e-07,1.074227126930947821e-03
-1.003700000000000047e-07,1.080683600843796409e-03
-9.996000000000001629e-08,1.087140074756644996e-03
-9.955000000000001461e-08,1.093596548669493584e-03
-9.914000000000001292e-08,1.100053022582342605e-03
-9.873000000000001123e-08,1.106509496495191192e-03
-9.832000000000000955e-08,1.112965970408039780e-03
-9.791000000000002110e-08,1.119422444320888584e-03
-9.750000000000000618e-08,1.125878918233737171e-03
-9.709000000000000449e-08,1.132335392146585759e-03
-9.668000000000001604e-08,1.138791866059434346e-03
-9.627000000000001435e-08,1.145248339972283150e-03
-9.585999999999999943e-08,1.151704813885131955e-03
-9.545000000000001098e-08,1.158161287797980542e-03
-9.504000000000000929e-08,1.164617761710829130e-03
-9.463000000000002084e-08,1.171074235623677934e-03
-9.422000000000001916e-08,1.177530709536526304e-03
-9.381000000000000424e-08,1.183987183449375325e-03
-9.340000000000001578e-08,1.190443657362223913e-03
-9.299000000000001410e-08,1.196900131275072500e-03
-9.258000000000001241e-08,1.203356605187921305e-03
-9.217000000000001073e-08,1.209813079100770109e-03
-9.176000000000000904e-08,1.216269553013618696e-03
-9.135000000000002059e-08,1.222726026926467500e-03
-9.094000000000001890e-08,1.227810389626166803e-03
-9.053000000000000398e-08,1.232117298430033744e-03
-9.012000000000001553e-08,1.236424207233900036e-03
-8.971000000000001384e-08,1.240731116037766760e-03
-8.930000000000001216e-08,1.245038024841633485e-03
-8.889000000000001047e-08,1.249344933645500210e-03
-8.848000000000000879e-08,1.253651842449366935e-03
-8.807000000000000710e-08,1.257958751253233443e-03
-8.766000000000001865e-08,1.262265660057099951e-03
-8.725000000000000373e-08,1.266572568860966893e-03
-8.684000000000001528e-08,1.270879477664833401e-03
-8.643000000000001359e-08,1.275186386468699909e-03
-8.602000000000001190e-08,1.279493295272566633e-03
-8.561000000000002345e-08,1.283800204076433358e-03
-8.520000000000000853e-08,1.288107112880300083e-03
-8.479000000000000685e-08,1.292414021684166591e-03
-8.438000000000001840e-08,1.296720930488033316e-03
-8.397000000000001671e-08,1.301027839291900041e-03
-8.356000000000000179e-08,1.305334748095766549e-03
-8.315000000000001334e-08,1.309641656899633274e-03
-8.274000000000001165e-08,1.313948565703499998e-03
-8.233000000000002320e-08,1.318255474507366290e-03
-8.192000000000000828e-08,1.322562383311233231e-03
-8.151000000000000659e-08,1.326869292115099739e-03
-8.110000000000001814e-08,1.328410332039738724e-03
-8.069000000000001646e-08,1.327341729648810233e-03
-8.028000000000000153e-08,1.326273127257881742e-03
-7.987000000000001308e-08,1.325204524866953251e-03
-7.946000000000001140e-08,1.324135922476024759e-03
-7.905000000000000971e-08,1.323067320085096485e-03
-7.864000000000000802e-08,1.321998717694167994e-03
-7.823000000000000634e-08,1.320930115303239720e-03
-7.782000000000001789e-08,1.319861512912311229e-03
-7.741000000000001620e-08,1.318792910521382955e-03
-7.700000000000001452e-08,1.317724308130454464e-03
-7.659000000000001283e-08,1.316655705739525973e-03
-7.618000000000001114e-08,1.315587103348597482e-03
-7.577000000000000946e-08,1.314518500957669207e-03
-7.536000000000002101e-08,1.313449898566740716e-03
-7.495000000000000608e-08,1.312381296175812442e-03
-7.454000000000000440e-08,1.311312693784883951e-03
-7.413000000000001595e-08,1.310244091393955677e-03
-7.372000000000001426e-08,1.309175489003027186e-03
-7.331000000000001258e-08,1.308106886612098695e-03
-7.290000000000001089e-08,1.307038284221170420e-03
-7.249000000000000920e-08,1.305969681830241929e-03
-7.208000000000002075e-08,1.304901079439313438e-03
-7.167000000000001907e-08,1.303832477048385164e-03
-7.126000000000001738e-08,1.298265104908855527e-03
-7.085000000000000246e-08,1.285683108265378788e-03
-7.044000000000000077e-08,1.273101111621903134e-03
-7.002999999999999909e-08,1.260519114978427262e-03
-6.962000000000001064e-08,1.247937118334951391e-03
-6.921000000000000895e-08,1.235355121691475303e-03
-6.880000000000002050e-08,1.222773125047999648e-03
-6.839000000000001881e-08,1.210191128404523777e-03
-6.798000000000001713e-08,1.197609131761047906e-03
-6.757000000000002867e-08,1.185027135117572034e-03
-6.716000000000000052e-08,1.172445138474095296e-03
-6.674999999999999883e-08,1.159863141830619424e-03
-6.634000000000001038e-08,1.147281145187143553e-03
-6.593000000000000870e-08,1.134699148543667898e-03
-6.552000000000002024e-08,1.122117151900192027e-03
-6.511000000000001856e-08,1.109535155256716156e-03
-6.470000000000001687e-08,1.096953158613240284e-03
-6.429000000000002842e-08,1.084371161969764413e-03
-6.388000000000000026e-08,1.071789165326287674e-03
-6.346999999999999858e-08,1.059207168682811803e-03
-6.306000000000001013e-08,1.046625172039335932e-03
-6.265000000000000844e-08,1.034043175395860060e-03
-6.224000000000000675e-08,1.021461178752384189e-03
-6.183000000000001830e-08,1.008879182108908317e-03
-6.142000000000001662e-08,9.901588710099101277e-04
-6.101000000000002817e-08,9.545829029143785074e-04
-6.060000000000000001e-08,9.190069348188440682e-04
-6.018999999999999832e-08,8.834309667233124479e-04
-5.978000000000000987e-08,8.478549986277807192e-04
-5.937000000000000819e-08,8.122790305322487737e-04
-5.896000000000001312e-08,7.767030624367170450e-04
-5.855000000000001805e-08,7.411270943411853163e-04
-5.814000000000001636e-08,7.055511262456534791e-04
-5.773000000000002130e-08,6.699751581501217504e-04
-5.732000000000002623e-08,6.343991900545900217e-04
-5.690999999999999807e-08,5.988232219590557993e-04
-5.650000000000000300e-08,5.632472538635239622e-04
-5.609000000000000793e-08,5.276712857679922335e-04
-5.568000000000001286e-08,4.920953176724603964e-04
-5.527000000000001118e-08,4.565193495769287761e-04
-5.486000000000001611e-08,4.209433814813969932e-04
-5.445000000000002104e-08,3.853674133858651560e-04
-5.404000000000002597e-08,3.497914452903334273e-04
-5.362999999999999782e-08,3.142154771947992592e-04
-5.322000000000000275e-08,2.786395090992674762e-04
-5.281000000000000768e-08,2.430635410037356662e-04
-5.240000000000000599e-08,2.074875729082038562e-04
-5.199000000000001092e-08,1.719116048126721546e-04
-5.158000000000001586e-08,1.300274717821055769e-04
-5.117000000000002079e-08,5.038904218349718895e-05
-5.076000000000002572e-08,-2.924938741511141579e-05
-5.035000000000002403e-08,-1.088878170137200409e-04
-4.994000000000000249e-08,-1.885262466123340734e-04
-4.953000000000000743e-08,-2.681646762109426443e-04
-4.912000000000000574e-08,-3.478031058095512693e-04
-4.871000000000001067e-08,-4.274415354081596776e-04
-4.830000000000001560e-08,-5.070799650067685195e-04
-4.789000000000002053e-08,-5.867183946053768735e-04
-4.748000000000001885e-08,-6.663568242039854444e-04
-4.707000000000002378e-08,-7.459952538025941236e-04
-4.666000000000000224e-08,-8.256336834012082239e-04
-4.625000000000000055e-08,-9.052721129998167948e-04
-4.584000000000000549e-08,-9.849105425984250404e-04
-4.543000000000001042e-08,-1.064548972197033611e-03
-4.502000000000001535e-08,-1.144187401795642399e-03
-4.461000000000001366e-08,-1.223825831394250970e-03
-4.420000000000001859e-08,-1.303464260992859541e-03
-4.379000000000002352e-08,-1.383102690591467895e-03
-4.337999999999999537e-08,-1.462741120190082103e-03
-4.297000000000000030e-08,-1.542379549788690674e-03
-4.256000000000000523e-08,-1.622017979387299028e-03
-4.215000000000001016e-08,-1.701656408985907816e-03
-4.174000000000000848e-08,-1.813265507937765302e-03
-4.133000000000001341e-08,-1.966587528148604821e-03
-4.092000000000001834e-08,-2.119909548359444340e-03
-4.051000000000002327e-08,-2.273231568570283426e-03
-4.010000000000002820e-08,-2.426553588781122945e-03
-3.969000000000000005e-08,-2.579875608991973306e-03
-3.928000000000000498e-08,-2.733197629202812392e-03
-3.887000000000000991e-08,-2.886519649413652345e-03
-3.846000000000000822e-08,-3.039841669624491864e-03
-3.805000000000001315e-08,-3.193163689835331383e-03
-3.764000000000001809e-08,-3.346485710046170903e-03
-3.723000000000002302e-08,-3.499807730257009988e-03
-3.682000000000002133e-08,-3.653129750467849508e-03
-3.640999999999999979e-08,-3.806451770678699435e-03
-3.600000000000000472e-08,-3.959773790889539388e-03
-3.559000000000000304e-08,-4.113095811100377606e-03
-3.518000000000000797e-08,-4.266417831311218427e-03
-3.477000000000001290e-08,-4.419739851522057512e-03
-3.436000000000001783e-08,-4.573061871732896598e-03
-3.395000000000001615e-08,-4.726383891943736551e-03
-3.354000000000002108e-08,-4.921969816485503336e-03
-3.313000000000002601e-08,-5.180462663364938762e-03
-3.271999999999999785e-08,-5.438955510244392402e-03
-3.231000000000000278e-08,-5.697448357123827828e-03
-3.190000000000000772e-08,-5.955941204003264121e-03
-3.149000000000001265e-08,-6.214434050882700414e-03
-3.108000000000001758e-08,-6.472926897762135839e-03
-3.067000000000001589e-08,-6.731419744641572132e-03
-3.026000000000002082e-08,-6.989912591521006691e-03
-2.985000000000002575e-08,-7.248405438400442984e-03
-2.944000000000000091e-08,-7.506898285279896624e-03
-2.903000000000000253e-08,-7.765391132159332917e-03
-2.862000000000000746e-08,-8.023883979038767475e-03
-2.821000000000000908e-08,-8.282376825918204635e-03
-2.780000000000001402e-08,-8.540869672797640061e-03
-2.739000000000001564e-08,-8.799362519677075486e-03
-2.698000000000002057e-08,-9.057855366556510912e-03
-2.657000000000002219e-08,-9.442102810761387674e-03
-2.615999999999999734e-08,-9.839089902496121753e-03
-2.575000000000000228e-08,-1.023607699423082981e-02
-2.534000000000000390e-08,-1.063306408596553614e-02
-2.493000000000000883e-08,-1.103005117770024246e-02
-2.452000000000001045e-08,-1.142703826943494878e-02
-2.411000000000001538e-08,-1.182402536116965684e-02
-2.370000000000001701e-08,-1.222101245290436317e-02
-2.329000000000002194e-08,-1.261799954463906949e-02
-2.288000000000002687e-08,-1.301498663637377581e-02
-2.246999999999999871e-08,-1.341197372810850816e-02
-2.206000000000000364e-08,-1.380896081984321795e-02
-2.165000000000000858e-08,-1.420594791157792428e-02
-2.124000000000001020e-08,-1.467126697367602574e-02
-2.083000000000001513e-08,-1.522619005334801406e-02
-2.042000000000001675e-08,-1.578111313302000412e-02
-2.001000000000002168e-08,-1.633603621269199072e-02
-1.960000000000002331e-08,-1.689095929236398078e-02
-1.918999999999999846e-08,-1.744588237203600553e-02
-1.878000000000000339e-08,-1.800080545170799212e-02
-1.837000000000000501e-08,-1.855572853137998218e-02
-1.796000000000000994e-08,-1.911065161105197224e-02
-1.755000000000001157e-08,-1.966557469072395883e-02
-1.714000000000001650e-08,-2.022049777039594889e-02
-1.673000000000001812e-08,-2.083328774694262475e-02
-1.632000000000002305e-08,-2.158877179352279574e-02
-1.591000000000002468e-08,-2.234425584010296673e-02
-1.549999999999999983e-08,-2.309973988668318975e-02
-1.509000000000000476e-08,-2.385522393326336074e-02
-1.468000000000000804e-08,-2.461070797984353520e-02
-1.427000000000001131e-08,-2.536619202642370272e-02
-1.386000000000001459e-08,-2.612167607300387717e-02
-1.345000000000001787e-08,-2.687716011958404816e-02
-1.304000000000002114e-08,-2.769391734544346742e-02
-1.263000000000002442e-08,-2.867483933345648522e-02
-1.221999999999999957e-08,-2.965576132146956201e-02
-1.181000000000000285e-08,-3.063668330948257287e-02
-1.140000000000000613e-08,-3.161760529749558374e-02
-1.099000000000000941e-08,-3.259852728550859807e-02
-1.058000000000001268e-08,-3.357944927352160547e-02
-1.017000000000001596e-08,-3.456037126153461286e-02
-9.760000000000019236e-09,-3.568951356563621752e-02
-9.350000000000022513e-09,-3.691044128096505200e-02
-8.939999999999997666e-09,-3.813136899629396281e-02
-8.530000000000000943e-09,-3.935229671162279036e-02
-8.120000000000005874e-09,-4.057322442695161790e-02
-7.710000000000009151e-09,-4.179415214228044545e-02
-7.300000000000011601e-09,-4.301706046081544416e-02
-6.890000000000014878e-09,-4.454508825997664789e-02
-6.480000000000018982e-09,-4.607311605913785857e-02
-6.070000000000022259e-09,-4.760114385829907618e-02
-5.660000000000025536e-09,-4.912917165746029380e-02
-5.250000000000000689e-09,-5.065719945662160856e-02
-4.840000000000003966e-09,-5.400345914402811254e-02
-4.430000000000007243e-09,-6.019070615681796493e-02
-4.020000000000010520e-09,-6.637795316960780345e-02
-3.610000000000013797e-09,-7.256520018239764891e-02
-3.200000000000017074e-09,-7.875244719518750824e-02
-2.790000000000020764e-09,-8.493969420797735370e-02
-2.380000000000024041e-09,-9.126123129811648804e-02
-1.969999999999998781e-09,-9.807570433746887195e-02
-1.560000000000002471e-09,-1.048901773768207701e-01
-1.150000000000005748e-09,-1.117046504161726683e-01
-7.400000000000091285e-10,-1.185191234555245804e-01
-3.300000000000125089e-10,-1.253335964948764925e-01
7.999999999998408486e-11,-1.364088194453844383e-01
4.899999999999807303e-10,-1.650596357794152369e-01
8.999999999999773499e-10,-1.937104521134460355e-01
1.309999999999973970e-09,-2.223612684474768619e-01
1.719999999999999024e-09,-2.510120847815096590e-01
2.129999999999995747e-09,-2.796629011155404299e-01
2.539999999999992056e-09,-3.101796415419190156e-01
2.949999999999988779e-09,-3.418163679515988651e-01
3.359999999999985502e-09,-3.734530943612786591e-01
3.769999999999981811e-09,-4.050898207709583976e-01
4.179999999999978534e-09,-4.367265471806381916e-01
4.589999999999975257e-09,-4.683632735903180411e-01
5.000000000000000105e-09,-5.000000000000000000e-01
