r[nm],potential[V]
3.140000000000000853e-07,3.699414354018946693e-01
3.150000000000001075e-07,3.699414353995272853e-01
3.160000000000000768e-07,3.699414353971599567e-01
3.170000000000000989e-07,3.699414353947925171e-01
3.180000000000000682e-07,3.699414353924251331e-01
3.190000000000000904e-07,3.699414353900577490e-01
3.200000000000001126e-07,3.699414353876904205e-01
3.210000000000000818e-07,3.699414353853229254e-01
3.220000000000001040e-07,3.699414353829556523e-01
3.230000000000000733e-07,3.699414353805882683e-01
3.240000000000000955e-07,3.699414353782208842e-01
3.250000000000000647e-07,3.699414353758534446e-01
3.260000000000000869e-07,3.699414353734861161e-01
3.270000000000001091e-07,3.699414353711186765e-01
3.280000000000000783e-07,3.699414353687512924e-01
3.290000000000001005e-07,3.699414353663840194e-01
3.300000000000000698e-07,3.699414353640165798e-01
3.310000000000000920e-07,3.699414353616491402e-01
3.320000000000001141e-07,3.699414353592817561e-01
3.330000000000000834e-07,3.699414353569143721e-01
3.340000000000001056e-07,3.699414353545469325e-01
3.350000000000000748e-07,3.699414353521796595e-01
3.360000000000000970e-07,3.699414353498123309e-01
3.370000000000000663e-07,3.699414353474448358e-01
3.380000000000000885e-07,3.699414353450775073e-01
3.390000000000001107e-07,3.699414353427101232e-01
3.400000000000000799e-07,3.699414353403427391e-01
3.410000000000001021e-07,3.699414353379752995e-01
3.420000000000000713e-07,3.699414353356080265e-01
3.430000000000000935e-07,3.699414353332405869e-01
3.440000000000001157e-07,3.699414353308731473e-01
3.450000000000000850e-07,3.699414353285058188e-01
3.460000000000001072e-07,3.699414353261384347e-01
3.470000000000000764e-07,3.699414353237709951e-01
3.480000000000000986e-07,3.699414353214036666e-01
3.490000000000000679e-07,3.699414353190362825e-01
3.500000000000000900e-07,3.699414353166688429e-01
3.510000000000001122e-07,3.699414353143015144e-01
3.520000000000000815e-07,3.699414353119341858e-01
3.530000000000001037e-07,3.699414353095666907e-01
3.540000000000000729e-07,3.699414353071993622e-01
3.550000000000000951e-07,3.699414353048320336e-01
3.560000000000001173e-07,3.699414353024645941e-01
3.570000000000000865e-07,3.699414353000972100e-01
3.580000000000001087e-07,3.699414352977298814e-01
3.590000000000000780e-07,3.699414352953624974e-01
3.600000000000001002e-07,3.699414352929950578e-01
3.610000000000001224e-07,3.699414352906276737e-01
3.620000000000000916e-07,3.699414352882602897e-01
3.630000000000001138e-07,3.699414352858928501e-01
3.640000000000000831e-07,3.699414352835255770e-01
3.650000000000001052e-07,3.699414352811582485e-01
3.660000000000000745e-07,3.699414352787907534e-01
3.670000000000000967e-07,3.699414352764233693e-01
3.680000000000001189e-07,3.699414352740560408e-01
3.690000000000000881e-07,3.699414352716886012e-01
3.700000000000001103e-07,3.699414352693212171e-01
3.710000000000000796e-07,3.699414352669539441e-01
3.720000000000001018e-07,3.699414352645865045e-01
3.730000000000001239e-07,3.699414352622190649e-01
3.740000000000000932e-07,3.699414352598517364e-01
3.750000000000001154e-07,3.699414352574842968e-01
3.760000000000000846e-07,3.699414352551168572e-01
3.770000000000001068e-07,3.699414352527495842e-01
3.780000000000000761e-07,3.699414352503822001e-01
3.790000000000000983e-07,3.699414352480147605e-01
3.800000000000001204e-07,3.699414352456474320e-01
3.810000000000000897e-07,3.699414352432800479e-01
3.820000000000001119e-07,3.699414352409126083e-01
3.830000000000000811e-07,3.699414352385452243e-01
3.840000000000001033e-07,3.699414352361779512e-01
3.850000000000001255e-07,3.699414352338105116e-01
3.860000000000000948e-07,3.699414352314431276e-01
3.870000000000001170e-07,3.699414352290757435e-01
3.880000000000000862e-07,3.699414352267083594e-01
3.890000000000001084e-07,3.699414352243409199e-01
3.900000000000001306e-07,3.699414352219735913e-01
3.910000000000000998e-07,3.699414352196062072e-01
3.920000000000001220e-07,3.699414352172387677e-01
3.930000000000000913e-07,3.699414352148714391e-01
3.940000000000001135e-07,3.699414352125040550e-01
3.950000000000000827e-07,3.699414352101366155e-01
3.960000000000001049e-07,3.699414352077692869e-01
3.970000000000001271e-07,3.699414352054019584e-01
3.980000000000000963e-07,3.699414352030344633e-01
3.990000000000001185e-07,3.699414352006671347e-01
4.000000000000000878e-07,3.699414351982998062e-01
4.010000000000001100e-07,3.699414351959324221e-01
4.020000000000001322e-07,3.699414351935649825e-01
4.030000000000001014e-07,3.699414351911976540e-01
4.040000000000001236e-07,3.699414351888302144e-01
4.050000000000000928e-07,3.699414351864627748e-01
4.060000000000001150e-07,3.699414351840955018e-01
4.070000000000000843e-07,3.699414351817280622e-01
4.080000000000001065e-07,3.699414351793606781e-01
4.090000000000001287e-07,3.699414351769932940e-01
4.100000000000000979e-07,3.699414351746259655e-01
4.110000000000001201e-07,3.699414351722584704e-01
4.120000000000000894e-07,3.699414351698911418e-01
4.130000000000001115e-07,3.699414351675238688e-01
4.140000000000001337e-07,3.699414351651564292e-01
4.150000000000001030e-07,3.699414351627890452e-01
4.160000000000001252e-07,3.699414351604216611e-01
4.170000000000000944e-07,3.699414351580542215e-01
4.180000000000001166e-07,3.699414351556867819e-01
4.190000000000001388e-07,3.699414351533195089e-01
4.200000000000001080e-07,3.699414351509520693e-01
4.210000000000001302e-07,3.699414351485846852e-01
4.220000000000000995e-07,3.699414351462173567e-01
4.230000000000001217e-07,3.699414351438499726e-01
4.240000000000000909e-07,3.699414351414825330e-01
4.250000000000001131e-07,3.699414351391151490e-01
4.260000000000001353e-07,3.699414351367478759e-01
4.270000000000001046e-07,3.699414351343803253e-01
4.280000000000001267e-07,3.699414351320130523e-01
4.290000000000000960e-07,3.699414351296457237e-01
4.300000000000001182e-07,3.699414351272782842e-01
4.310000000000001404e-07,3.699414351249108446e-01
4.320000000000001096e-07,3.699414351225435160e-01
4.330000000000001318e-07,3.699414351201761320e-01
4.340000000000001011e-07,3.699414351178086924e-01
4.350000000000001233e-07,3.699414351154414193e-01
4.360000000000000925e-07,3.699414351130739798e-01
4.370000000000001147e-07,3.699414351107065402e-01
4.380000000000001369e-07,3.699414351083392116e-01
4.390000000000001061e-07,3.699414351059717720e-01
4.400000000000001283e-07,3.699414351036043880e-01
4.410000000000000976e-07,3.699414351012370594e-01
4.420000000000001198e-07,3.699414350988697309e-01
4.430000000000001419e-07,3.699414350965022358e-01
4.440000000000001112e-07,3.699414350941349072e-01
4.450000000000001334e-07,3.699414350917675787e-01
4.460000000000001026e-07,3.699414350894001391e-01
4.470000000000001248e-07,3.699414350870327550e-01
4.480000000000000941e-07,3.699414350846654265e-01
4.490000000000001163e-07,3.699414350822979869e-01
4.500000000000001385e-07,3.699414350799306028e-01
4.510000000000001077e-07,3.699414350775632743e-01
4.520000000000001299e-07,3.699414350751958347e-01
4.530000000000000991e-07,3.699414350728283951e-01
4.540000000000001213e-07,3.699414350704610666e-01
4.550000000000001435e-07,3.699414350680936825e-01
4.560000000000001128e-07,3.699414350657262429e-01
4.570000000000001350e-07,3.699414350633589699e-01
4.580000000000001042e-07,3.699414350609915858e-01
4.590000000000001264e-07,3.699414350586241462e-01
4.600000000000001486e-07,3.699414350562567622e-01
4.610000000000001178e-07,3.699414350538894336e-01
4.620000000000001400e-07,3.699414350515219940e-01
4.630000000000001093e-07,3.699414350491546100e-01
4.640000000000001315e-07,3.699414350467873369e-01
4.650000000000001007e-07,3.699414350444198973e-01
4.660000000000001229e-07,3.699414350420524578e-01
4.670000000000001451e-07,3.699414350396850737e-01
4.680000000000001143e-07,3.699414350373176896e-01
4.690000000000001365e-07,3.699414350349502500e-01
4.700000000000001058e-07,3.699414350325829770e-01
4.710000000000001280e-07,3.699414350302156484e-01
4.720000000000001502e-07,3.699414350278481534e-01
4.730000000000001194e-07,3.699414350254807693e-01
4.740000000000001416e-07,3.699414350231134407e-01
4.750000000000001109e-07,3.699414350207460567e-01
4.760000000000001330e-07,3.699414350183786171e-01
4.770000000000001552e-07,3.699414350160113441e-01
4.780000000000001245e-07,3.699414350136439045e-01
4.790000000000000937e-07,3.699414350112764649e-01
4.800000000000001689e-07,3.699414350089091363e-01
4.810000000000001381e-07,3.699414350065416968e-01
4.820000000000001074e-07,3.699414350041743127e-01
4.830000000000001825e-07,3.699414350018069841e-01
4.840000000000001517e-07,3.699414349994396001e-01
4.850000000000001210e-07,3.699414349970721605e-01
4.860000000000000902e-07,3.699414349947048319e-01
4.870000000000001654e-07,3.699414349923375034e-01
4.880000000000001346e-07,3.699414349899700083e-01
4.890000000000001039e-07,3.699414349876026797e-01
4.900000000000001790e-07,3.699414349852353512e-01
4.910000000000001482e-07,3.699414349828679116e-01
4.920000000000001175e-07,3.699414349805005275e-01
4.930000000000000867e-07,3.699414349781331990e-01
4.940000000000001619e-07,3.699414349757657594e-01
4.950000000000001311e-07,3.699414349733983198e-01
4.960000000000001004e-07,3.699414349710310468e-01
4.970000000000001755e-07,3.699414349686636072e-01
4.980000000000001448e-07,3.699414349662961676e-01
4.990000000000001140e-07,3.699414349639288946e-01
5.000000000000000833e-07,3.699414349615614550e-01
