z[m],potential[V]
-9.094000000000001890e-08,5.039125622410771561e-03
-9.053000000000000398e-08,5.109561711900970776e-03
-9.012000000000001553e-08,5.179997801391169124e-03
-8.971000000000001384e-08,5.250433890881366604e-03
-8.930000000000001216e-08,5.320869980371564084e-03
-8.889000000000001047e-08,5.391306069861764166e-03
-8.848000000000000879e-08,5.461742159351962514e-03
-8.807000000000000710e-08,5.532178248842159127e-03
-8.766000000000001865e-08,5.602614338332357474e-03
-8.725000000000000373e-08,5.673050427822556689e-03
-8.684000000000001528e-08,5.743486517312755037e-03
-8.643000000000001359e-08,5.813922606802951649e-03
-8.602000000000001190e-08,5.884358696293149997e-03
-8.561000000000002345e-08,5.954794785783347477e-03
-8.520000000000000853e-08,6.025230875273547559e-03
-8.479000000000000685e-08,6.095666964763745040e-03
-8.438000000000001840e-08,6.166103054253942520e-03
-8.397000000000001671e-08,6.236539143744140867e-03
-8.356000000000000179e-08,6.306975233234340950e-03
-8.315000000000001334e-08,6.377411322724538430e-03
-8.274000000000001165e-08,6.447847412214735910e-03
-8.233000000000002320e-08,6.518283501704933390e-03
-8.192000000000000828e-08,6.588719591195134340e-03
-8.151000000000000659e-08,6.659155680685330952e-03
-8.110000000000001814e-08,6.742973321710945406e-03
-8.069000000000001646e-08,6.839416674460287171e-03
-8.028000000000000153e-08,6.935860027209633273e-03
-7.987000000000001308e-08,7.032303379958975038e-03
-7.946000000000001140e-08,7.128746732708317671e-03
-7.905000000000000971e-08,7.225190085457661171e-03
-7.864000000000000802e-08,7.321633438207005538e-03
-7.823000000000000634e-08,7.418076790956349038e-03
-7.782000000000001789e-08,7.514520143705690804e-03
-7.741000000000001620e-08,7.610963496455033436e-03
-7.700000000000001452e-08,7.707406849204375202e-03
-7.659000000000001283e-08,7.803850201953721304e-03
-7.618000000000001114e-08,7.900293554703063936e-03
-7.577000000000000946e-08,7.996736907452405702e-03
-7.536000000000002101e-08,8.093180260201747467e-03
-7.495000000000000608e-08,8.189623612951094436e-03
-7.454000000000000440e-08,8.286066965700436202e-03
-7.413000000000001595e-08,8.382510318449777967e-03
-7.372000000000001426e-08,8.478953671199121467e-03
-7.331000000000001258e-08,8.575397023948468436e-03
-7.290000000000001089e-08,8.671840376697810202e-03
-7.249000000000000920e-08,8.768283729447151967e-03
-7.208000000000002075e-08,8.864727082196493732e-03
-7.167000000000001907e-08,8.961170434945837232e-03
-7.126000000000001738e-08,9.072272184159773517e-03
-7.085000000000000246e-08,9.206229770141337657e-03
-7.044000000000000077e-08,9.340187356122891388e-03
-7.002999999999999909e-08,9.474144942104443384e-03
-6.962000000000001064e-08,9.608102528085997115e-03
-6.921000000000000895e-08,9.742060114067550847e-03
-6.880000000000002050e-08,9.876017700049104578e-03
-6.839000000000001881e-08,1.000997528603065831e-02
-6.798000000000001713e-08,1.014393287201221204e-02
-6.757000000000002867e-08,1.027789045799376404e-02
-6.716000000000000052e-08,1.041184804397532818e-02
-6.674999999999999883e-08,1.054580562995688017e-02
-6.634000000000001038e-08,1.067976321593843390e-02
-6.593000000000000870e-08,1.081372080191998937e-02
-6.552000000000002024e-08,1.094767838790154310e-02
-6.511000000000001856e-08,1.108163597388309510e-02
-6.470000000000001687e-08,1.121559355986464883e-02
-6.429000000000002842e-08,1.134955114584620083e-02
-6.388000000000000026e-08,1.148350873182776496e-02
-6.346999999999999858e-08,1.161746631780931870e-02
-6.306000000000001013e-08,1.175142390379087069e-02
-6.265000000000000844e-08,1.188538148977242616e-02
-6.224000000000000675e-08,1.201933907575397815e-02
-6.183000000000001830e-08,1.215329666173553015e-02
-6.142000000000001662e-08,1.230210804171081619e-02
-6.101000000000002817e-08,1.249170756613025672e-02
-6.060000000000000001e-08,1.268130709054971113e-02
-6.018999999999999832e-08,1.287090661496915339e-02
-5.978000000000000987e-08,1.306050613938859392e-02
-5.937000000000000819e-08,1.325010566380803619e-02
-5.896000000000001312e-08,1.343970518822747671e-02
-5.855000000000001805e-08,1.362930471264691724e-02
-5.814000000000001636e-08,1.381890423706635604e-02
-5.773000000000002130e-08,1.400850376148580004e-02
-5.732000000000002623e-08,1.419810328590523883e-02
-5.690999999999999807e-08,1.438770281032469324e-02
-5.650000000000000300e-08,1.457730233474413377e-02
-5.609000000000000793e-08,1.476690185916357603e-02
-5.568000000000001286e-08,1.495650138358301656e-02
-5.527000000000001118e-08,1.514610090800246056e-02
-5.486000000000001611e-08,1.533570043242189936e-02
-5.445000000000002104e-08,1.552529995684133989e-02
-5.404000000000002597e-08,1.571489948126077868e-02
-5.362999999999999782e-08,1.590449900568023656e-02
-5.322000000000000275e-08,1.609409853009967709e-02
-5.281000000000000768e-08,1.628369805451912108e-02
-5.240000000000000599e-08,1.647329757893856161e-02
-5.199000000000001092e-08,1.666289710335799867e-02
-5.158000000000001586e-08,1.686468537119721958e-02
-5.117000000000002079e-08,1.713942313205085374e-02
-5.076000000000002572e-08,1.741416089290448790e-02
-5.035000000000002403e-08,1.768889865375812553e-02
-4.994000000000000249e-08,1.796363641461178051e-02
-4.953000000000000743e-08,1.823837417546541120e-02
-4.912000000000000574e-08,1.851311193631904883e-02
-4.871000000000001067e-08,1.878784969717267953e-02
-4.830000000000001560e-08,1.906258745802631716e-02
-4.789000000000002053e-08,1.933732521887995132e-02
-4.748000000000001885e-08,1.961206297973358895e-02
-4.707000000000002378e-08,1.988680074058722311e-02
-4.666000000000000224e-08,2.016153850144087809e-02
-4.625000000000000055e-08,2.043627626229451225e-02
-4.584000000000000549e-08,2.071101402314814294e-02
-4.543000000000001042e-08,2.098575178400178404e-02
-4.502000000000001535e-08,2.126048954485541473e-02
-4.461000000000001366e-08,2.153522730570905236e-02
-4.420000000000001859e-08,2.180996506656268652e-02
-4.379000000000002352e-08,2.208470282741632068e-02
-4.337999999999999537e-08,2.235944058826997219e-02
-4.297000000000000030e-08,2.263417834912360635e-02
-4.256000000000000523e-08,2.290891610997724398e-02
-4.215000000000001016e-08,2.318365387083087814e-02
-4.174000000000000848e-08,2.351176671358170753e-02
-4.133000000000001341e-08,2.390951934284339664e-02
-4.092000000000001834e-08,2.430727197210508228e-02
-4.051000000000002327e-08,2.470502460136676792e-02
-4.010000000000002820e-08,2.510277723062845356e-02
-3.969000000000000005e-08,2.550052985989016696e-02
-3.928000000000000498e-08,2.589828248915185260e-02
-3.887000000000000991e-08,2.629603511841353825e-02
-3.846000000000000822e-08,2.669378774767522736e-02
-3.805000000000001315e-08,2.709154037693690953e-02
-3.764000000000001809e-08,2.748929300619859517e-02
-3.723000000000002302e-08,2.788704563546028428e-02
-3.682000000000002133e-08,2.828479826472196992e-02
-3.640999999999999979e-08,2.868255089398368332e-02
-3.600000000000000472e-08,2.908030352324536896e-02
-3.559000000000000304e-08,2.947805615250705807e-02
-3.518000000000000797e-08,2.987580878176874025e-02
-3.477000000000001290e-08,3.027356141103042589e-02
-3.436000000000001783e-08,3.067131404029211500e-02
-3.395000000000001615e-08,3.106906666955380064e-02
-3.354000000000002108e-08,3.153341142656797269e-02
-3.313000000000002601e-08,3.209687399759253434e-02
-3.271999999999999785e-08,3.266033656861714457e-02
-3.231000000000000278e-08,3.322379913964170622e-02
-3.190000000000000772e-08,3.378726171066626788e-02
-3.149000000000001265e-08,3.435072428169083647e-02
-3.108000000000001758e-08,3.491418685271539812e-02
-3.067000000000001589e-08,3.547764942373996672e-02
-3.026000000000002082e-08,3.604111199476453531e-02
-2.985000000000002575e-08,3.660457456578909696e-02
-2.944000000000000091e-08,3.716803713681370025e-02
-2.903000000000000253e-08,3.773149970783826884e-02
-2.862000000000000746e-08,3.829496227886282356e-02
-2.821000000000000908e-08,3.885842484988739215e-02
-2.780000000000001402e-08,3.942188742091196074e-02
-2.739000000000001564e-08,3.998534999193652933e-02
-2.698000000000002057e-08,4.054881256296109099e-02
-2.657000000000002219e-08,4.131675499668165108e-02
-2.615999999999999734e-08,4.210541238980015921e-02
-2.575000000000000228e-08,4.289406978291861183e-02
-2.534000000000000390e-08,4.368272717603707139e-02
-2.493000000000000883e-08,4.447138456915553095e-02
-2.452000000000001045e-08,4.526004196227398357e-02
-2.411000000000001538e-08,4.604869935539243619e-02
-2.370000000000001701e-08,4.683735674851089575e-02
-2.329000000000002194e-08,4.762601414162934838e-02
-2.288000000000002687e-08,4.841467153474780793e-02
-2.246999999999999871e-08,4.920332892786631607e-02
-2.206000000000000364e-08,4.999198632098476869e-02
-2.165000000000000858e-08,5.078064371410323519e-02
-2.124000000000001020e-08,5.169244427095953665e-02
-2.083000000000001513e-08,5.276572300778036712e-02
-2.042000000000001675e-08,5.383900174460119065e-02
-2.001000000000002168e-08,5.491228048142202112e-02
-1.960000000000002331e-08,5.598555921824285159e-02
-1.918999999999999846e-08,5.705883795506375838e-02
-1.878000000000000339e-08,5.813211669188458885e-02
-1.837000000000000501e-08,5.920539542870541239e-02
-1.796000000000000994e-08,6.027867416552622898e-02
-1.755000000000001157e-08,6.135195290234705251e-02
-1.714000000000001650e-08,6.242523163916788992e-02
-1.673000000000001812e-08,6.361210925428628649e-02
-1.632000000000002305e-08,6.507911051817441561e-02
-1.591000000000002468e-08,6.654611178206254474e-02
-1.549999999999999983e-08,6.801311304595077101e-02
-1.509000000000000476e-08,6.948011430983891401e-02
-1.468000000000000804e-08,7.094711557372704314e-02
-1.427000000000001131e-08,7.241411683761515838e-02
-1.386000000000001459e-08,7.388111810150330139e-02
-1.345000000000001787e-08,7.534811936539143051e-02
-1.304000000000002114e-08,7.696324023030942652e-02
-1.263000000000002442e-08,7.897520714368415351e-02
-1.221999999999999957e-08,8.098717405705903316e-02
-1.181000000000000285e-08,8.299914097043374628e-02
-1.140000000000000613e-08,8.501110788380848715e-02
-1.099000000000000941e-08,8.702307479718322802e-02
-1.058000000000001268e-08,8.903504171055796890e-02
-1.017000000000001596e-08,9.104700862393268201e-02
-9.760000000000019236e-09,9.355999157468442018e-02
-9.350000000000022513e-09,9.638322864063178508e-02
-8.939999999999997666e-09,9.920646570657933039e-02
-8.530000000000000943e-09,1.020297027725266953e-01
-8.120000000000005874e-09,1.048529398384740602e-01
-7.710000000000009151e-09,1.076761769044213973e-01
-7.300000000000011601e-09,1.105109391479522085e-01
-6.890000000000014878e-09,1.151211989709267219e-01
-6.480000000000018982e-09,1.197314587939012354e-01
-6.070000000000022259e-09,1.243417186168757765e-01
-5.660000000000025536e-09,1.289519784398502900e-01
-5.250000000000000689e-09,1.335622382628251226e-01
-4.840000000000003966e-09,1.411658650153845840e-01
-4.430000000000007243e-09,1.534466275954205761e-01
-4.020000000000010520e-09,1.657273901754565959e-01
-3.610000000000013797e-09,1.780081527554925880e-01
-3.200000000000017074e-09,1.902889153355285801e-01
-2.790000000000020764e-09,2.025696779155645721e-01
-2.380000000000024041e-09,2.150549075710398994e-01
-1.969999999999998781e-09,2.282906705042077045e-01
-1.560000000000002471e-09,2.415264334373746491e-01
-1.150000000000005748e-09,2.547621963705415382e-01
-7.400000000000091285e-10,2.679979593037084551e-01
-3.300000000000125089e-10,2.812337222368753165e-01
7.999999999998408486e-11,3.026272244186404836e-01
4.899999999999807303e-10,3.576714010008813505e-01
8.999999999999773499e-10,4.127155775831221063e-01
1.309999999999973970e-09,4.677597541653629176e-01
1.719999999999999024e-09,5.228039307476076702e-01
2.129999999999995747e-09,5.778481073298484816e-01
2.539999999999992056e-09,6.363675512982017723e-01
2.949999999999988779e-09,6.969729594151674590e-01
3.359999999999985502e-09,7.575783675321331456e-01
3.769999999999981811e-09,8.181837756490987212e-01
4.179999999999978534e-09,8.787891837660645189e-01
4.589999999999975257e-09,9.393945918830302055e-01
5.000000000000000105e-09,1.000000000000000000e+00
