r[m],potential[V]
5.700000000000002071e-08,-1.806351083503748567e-01
5.800000000000001643e-08,-1.754654629735920013e-01
5.900000000000001877e-08,-1.704228685191301884e-01
6.000000000000002111e-08,-1.655117179242325265e-01
6.100000000000001683e-08,-1.606493186116902117e-01
6.200000000000001255e-08,-1.559659637362752205e-01
6.300000000000002150e-08,-1.513240987265931370e-01
6.400000000000001722e-08,-1.468366707049569286e-01
6.500000000000001294e-08,-1.423836585387970588e-01
6.600000000000002189e-08,-1.381194635966565276e-01
6.700000000000001761e-08,-1.338552686545160519e-01
6.800000000000001333e-08,-1.297774285069105971e-01
6.900000000000002229e-08,-1.257131805166132599e-01
7.000000000000001801e-08,-1.218113376061948638e-01
7.100000000000001373e-08,-1.179468100120809326e-01
7.200000000000002268e-08,-1.141501365844861116e-01
7.300000000000001840e-08,-1.105026396117173293e-01
7.400000000000001412e-08,-1.068551426389485470e-01
7.500000000000002308e-08,-1.033632187239843514e-01
7.600000000000001880e-08,-9.988658279842459187e-02
7.700000000000001452e-08,-9.656256783634847851e-02
7.800000000000002347e-08,-9.325740551307894199e-02
7.900000000000001919e-08,-9.004463693582338835e-02
8.000000000000001491e-08,-8.689030542369530208e-02
8.100000000000002386e-08,-8.382142645238344070e-02
8.200000000000001958e-08,-8.081990535333333225e-02
8.300000000000001530e-08,-7.785281792577276871e-02
8.400000000000002426e-08,-7.500198584152435732e-02
8.500000000000001998e-08,-7.215882369041203004e-02
8.600000000000001570e-08,-6.944660082473530505e-02
8.700000000000002465e-08,-6.673437795905859393e-02
8.800000000000002037e-08,-6.413497235467033319e-02
8.900000000000001609e-08,-6.154986748163417121e-02
9.000000000000002504e-08,-5.906164254281887072e-02
9.100000000000002076e-08,-5.660144828113761184e-02
9.200000000000001648e-08,-5.421118683774431291e-02
9.300000000000002544e-08,-5.187895923291555023e-02
9.400000000000002116e-08,-4.957246860411115147e-02
9.500000000000001688e-08,-4.735690127807275218e-02
9.600000000000003907e-08,-4.516360140928300099e-02
9.700000000000003479e-08,-4.305639962640685908e-02
9.800000000000003051e-08,-4.094919784353072412e-02
9.900000000000003946e-08,-3.894230214077966379e-02
1.000000000000000352e-07,-3.694170984135457941e-02
1.010000000000000309e-07,-3.502354421115513178e-02
1.020000000000000399e-07,-3.311830052787148593e-02
1.030000000000000356e-07,-3.127636296281333106e-02
1.040000000000000313e-07,-2.946687325375488276e-02
1.050000000000000402e-07,-2.771585057974156746e-02
1.060000000000000360e-07,-2.599509761326226562e-02
1.070000000000000317e-07,-2.431868945092608911e-02
1.080000000000000406e-07,-2.268435177196708244e-02
1.090000000000000364e-07,-2.108251762599871321e-02
1.100000000000000321e-07,-1.953390933507821378e-02
1.110000000000000410e-07,-1.799882707826400835e-02
1.120000000000000368e-07,-1.652878935384373069e-02
1.130000000000000325e-07,-1.506614069472659266e-02
1.140000000000000414e-07,-1.367043945765941161e-02
1.150000000000000371e-07,-1.228170738078407376e-02
1.160000000000000329e-07,-1.095774288650991878e-02
1.170000000000000418e-07,-9.633778392235763793e-03
1.180000000000000375e-07,-8.371401591141849549e-03
1.190000000000000333e-07,-7.122467743115942426e-03
1.200000000000000422e-07,-5.907885003504304358e-03
1.210000000000000379e-07,-4.727891880115891315e-03
1.220000000000000337e-07,-3.574819468271125348e-03
1.230000000000000294e-07,-2.457618802234882213e-03
1.240000000000000251e-07,-1.346657174028993926e-03
1.250000000000000473e-07,-2.931025279254310728e-04
1.260000000000000430e-07,7.604521181781323221e-04
1.270000000000000387e-07,1.760479668963905878e-03
1.280000000000000344e-07,2.757153508853439020e-03
1.290000000000000302e-07,3.714828826956166619e-03
1.300000000000000259e-07,4.659986779241308275e-03
1.310000000000000481e-07,5.569587130769547943e-03
1.320000000000000438e-07,6.460975745143339270e-03
1.330000000000000395e-07,7.331534352147412587e-03
1.340000000000000352e-07,8.172852214650421984e-03
1.350000000000000309e-07,9.009339187232741353e-03
1.360000000000000267e-07,9.805219555784635763e-03
1.370000000000000489e-07,1.059788423077937143e-02
1.380000000000000446e-07,1.135089076562878496e-02
1.390000000000000403e-07,1.210389730047820196e-02
1.400000000000000360e-07,1.282185228834862092e-02
1.410000000000000317e-07,1.353245324217535080e-02
1.420000000000000275e-07,1.421578405458294794e-02
1.430000000000000496e-07,1.488923201474193214e-02
1.440000000000000454e-07,1.554287697301917105e-02
1.450000000000000411e-07,1.618011126596232210e-02
1.460000000000000368e-07,1.679835857297991633e-02
1.470000000000000325e-07,1.740072791652734485e-02
1.480000000000000282e-07,1.799128451758069680e-02
1.490000000000000504e-07,1.856278525738560420e-02
1.500000000000000462e-07,1.912550043070952374e-02
1.510000000000000419e-07,1.966382878860888431e-02
1.520000000000000376e-07,2.020104088274907173e-02
1.530000000000000333e-07,2.071258130346700921e-02
1.540000000000000290e-07,2.122412172418495363e-02
1.550000000000000512e-07,2.170995906635100892e-02
1.560000000000000469e-07,2.219540777188530600e-02
1.570000000000000427e-07,2.266183550028270932e-02
1.580000000000000384e-07,2.311862588816609651e-02
1.590000000000000341e-07,2.356088289096687147e-02
1.600000000000000298e-07,2.399493829508201823e-02
1.610000000000000255e-07,2.442086333545049476e-02
1.620000000000000477e-07,2.483374453479467517e-02
1.630000000000000434e-07,2.524010916619351744e-02
1.640000000000000392e-07,2.563114059428185654e-02
1.650000000000000349e-07,2.602217202237019911e-02
1.660000000000000306e-07,2.639207945384689641e-02
1.670000000000000263e-07,2.676127833452161126e-02
1.680000000000000485e-07,2.711508367656407376e-02
1.690000000000000442e-07,2.746566309209136705e-02
1.700000000000000400e-07,2.780559515313345970e-02
1.710000000000000357e-07,2.813918062797650735e-02
1.720000000000000314e-07,2.846351618309186579e-02
1.730000000000000271e-07,2.878019149459293616e-02
1.740000000000000493e-07,2.909233961660589660e-02
1.750000000000000450e-07,2.939315956319653658e-02
1.760000000000000407e-07,2.969397950978718004e-02
1.770000000000000365e-07,2.998068868940157242e-02
1.780000000000000322e-07,3.026728441941548692e-02
1.790000000000000279e-07,3.054082080718133196e-02
1.800000000000000501e-07,3.081359014272894159e-02
1.810000000000000458e-07,3.107672933475529725e-02
1.820000000000000415e-07,3.133597856850964258e-02
1.830000000000000372e-07,3.158858839697301080e-02
1.840000000000000330e-07,3.183683640004850851e-02
1.850000000000000287e-07,3.208050386074220300e-02
1.860000000000000509e-07,3.231816205560633648e-02
1.870000000000000466e-07,3.255100903926445161e-02
1.880000000000000423e-07,3.277748594759074402e-02
1.890000000000000380e-07,3.300174498431857062e-02
1.900000000000000338e-07,3.321942769668892459e-02
1.910000000000000295e-07,3.343537533695673664e-02
1.920000000000000781e-07,3.364153320162401040e-02
1.930000000000000739e-07,3.384769106629127722e-02
1.940000000000000696e-07,3.404444564960630581e-02
1.950000000000000653e-07,3.424028372595672165e-02
1.960000000000000610e-07,3.443347041252303731e-02
1.970000000000000567e-07,3.462149302268451023e-02
1.980000000000000789e-07,3.480866019992706617e-02
1.990000000000000746e-07,3.498896478048973274e-02
2.000000000000000704e-07,3.516926936105239238e-02
2.010000000000000661e-07,3.534297837009297422e-02
2.020000000000000618e-07,3.551667575875197547e-02
2.030000000000000575e-07,3.568431425383177674e-02
2.040000000000000797e-07,3.585072138706155848e-02
2.050000000000000754e-07,3.601230460445173365e-02
2.060000000000000711e-07,3.617137200765544597e-02
2.070000000000000669e-07,3.632884044772133336e-02
2.080000000000000626e-07,3.648301109693546235e-02
2.090000000000000583e-07,3.663519131150191899e-02
2.100000000000000805e-07,3.678209400131740581e-02
2.110000000000000762e-07,3.692899669113288569e-02
2.120000000000000719e-07,3.706779499168543629e-02
2.130000000000000677e-07,3.720656380380913536e-02
2.140000000000000634e-07,3.734289683456342573e-02
2.150000000000000591e-07,3.747916796718395172e-02
2.160000000000000813e-07,3.761170592861557554e-02
2.170000000000000770e-07,3.774218488531708160e-02
2.180000000000000727e-07,3.787032440562611291e-02
2.190000000000000684e-07,3.799547609861562980e-02
2.200000000000000642e-07,3.811967715239049370e-02
2.210000000000000599e-07,3.824169671287090677e-02
2.220000000000000821e-07,3.836290681680891435e-02
2.230000000000000778e-07,3.847984833467373023e-02
2.240000000000000735e-07,3.859678985253853223e-02
2.250000000000000692e-07,3.870987248835529998e-02
2.260000000000000649e-07,3.882280479468045581e-02
2.270000000000000607e-07,3.893371584527955537e-02
2.280000000000000829e-07,3.904435038865710500e-02
2.290000000000000786e-07,3.915215662493709559e-02
2.300000000000000743e-07,3.925956770040985033e-02
2.310000000000000700e-07,3.936423062239833431e-02
2.320000000000000657e-07,3.946714527338967410e-02
2.330000000000000615e-07,3.956692598561100532e-02
2.340000000000000836e-07,3.966459704659897056e-02
2.350000000000000794e-07,3.976182824687884282e-02
2.360000000000000751e-07,3.985812551915682983e-02
2.370000000000000708e-07,3.995341078626046816e-02
2.380000000000000665e-07,4.004652494774735977e-02
2.390000000000000622e-07,4.013825030080185596e-02
2.400000000000000844e-07,4.022579941357500716e-02
2.410000000000000537e-07,4.031334852634816529e-02
2.420000000000000759e-07,4.040145745406158173e-02
2.430000000000000981e-07,4.048963128263143030e-02
2.440000000000000673e-07,4.057678073414400233e-02
2.450000000000000895e-07,4.066352546437710519e-02
2.460000000000000587e-07,4.074695653958732011e-02
2.470000000000000809e-07,4.082741054370818412e-02
2.480000000000000502e-07,4.090729265725739222e-02
2.490000000000000724e-07,4.098482966041490372e-02
2.500000000000000946e-07,4.106244774403669529e-02
2.510000000000000638e-07,4.114049286873418948e-02
2.520000000000000860e-07,4.121853799343167674e-02
2.530000000000000553e-07,4.129330185251937207e-02
2.540000000000000774e-07,4.136762705607860413e-02
2.550000000000000467e-07,4.143971554418638542e-02
2.560000000000000689e-07,4.151139292221377869e-02
2.570000000000000911e-07,4.158294042976494465e-02
2.580000000000000603e-07,4.165436516048102999e-02
2.590000000000000825e-07,4.172434504762303348e-02
2.600000000000000518e-07,4.179132203691230535e-02
2.610000000000000740e-07,4.185784690021916721e-02
2.620000000000000961e-07,4.192221090953569818e-02
2.630000000000000654e-07,4.198661843939274080e-02
2.640000000000000876e-07,4.205194725650290843e-02
2.650000000000000568e-07,4.211727607361306219e-02
2.660000000000000790e-07,4.217959574200099565e-02
2.670000000000000483e-07,4.224130789358775812e-02
2.680000000000000705e-07,4.230192807450101899e-02
2.690000000000000926e-07,4.236221349818994342e-02
2.700000000000000619e-07,4.242307964178743812e-02
2.710000000000000841e-07,4.248412605056997582e-02
2.720000000000000533e-07,4.254335729767630414e-02
2.730000000000000755e-07,4.260066593197038565e-02
2.740000000000000977e-07,4.265713697644065577e-02
2.750000000000000670e-07,4.271266500358855689e-02
2.760000000000000892e-07,4.276824310129011958e-02
2.770000000000000584e-07,4.282401432456751922e-02
2.780000000000000806e-07,4.287975723154661273e-02
2.790000000000000498e-07,4.293528272368681703e-02
2.800000000000000720e-07,4.299080821582700745e-02
2.810000000000000942e-07,4.304236295675792356e-02
2.820000000000000635e-07,4.309338771423822795e-02
2.830000000000000857e-07,4.314266180059358330e-02
2.840000000000000549e-07,4.319131205582496524e-02
2.850000000000000771e-07,4.324016926636529978e-02
2.860000000000000993e-07,4.328916301343960910e-02
2.870000000000000685e-07,4.333802765724108913e-02
2.880000000000000907e-07,4.338669560920685453e-02
2.890000000000000600e-07,4.343526963799167195e-02
2.900000000000000822e-07,4.348250525054904447e-02
2.910000000000000514e-07,4.352955653670440711e-02
2.920000000000000736e-07,4.357272077606631072e-02
2.930000000000000958e-07,4.361588501542820739e-02
2.940000000000000650e-07,4.366006255011129628e-02
2.950000000000000872e-07,4.370454655547188760e-02
2.960000000000000565e-07,4.374869272601403236e-02
2.970000000000000787e-07,4.379270374274967653e-02
2.980000000000001009e-07,4.383592266115797498e-02
2.990000000000000701e-07,4.387786854261887387e-02
3.000000000000000923e-07,4.391970076190250538e-02
3.010000000000000616e-07,4.396110681786907781e-02
3.020000000000000837e-07,4.400244876293402801e-02
3.030000000000000530e-07,4.404234809130049000e-02
3.040000000000000752e-07,4.408224741966695892e-02
3.050000000000000974e-07,4.411847881238883939e-02
3.060000000000000666e-07,4.415443756757642113e-02
3.070000000000000888e-07,4.419085132269524180e-02
3.080000000000000581e-07,4.422745864914309072e-02
3.090000000000000802e-07,4.426431243271434363e-02
3.100000000000001024e-07,4.430129829973237371e-02
3.110000000000000717e-07,4.433715179783647570e-02
3.120000000000000939e-07,4.437239239248345207e-02
3.130000000000000631e-07,4.440764457597163456e-02
3.140000000000000853e-07,4.444291637953880908e-02
3.150000000000000546e-07,4.447778067446115507e-02
3.160000000000000768e-07,4.451185362209098689e-02
3.170000000000000989e-07,4.454550778827035679e-02
3.180000000000000682e-07,4.457500839775511287e-02
3.190000000000000904e-07,4.460483226942827534e-02
3.200000000000000596e-07,4.463795125301898981e-02
3.210000000000000818e-07,4.467107023660969733e-02
3.220000000000000511e-07,4.470331301126186790e-02
3.230000000000000733e-07,4.473554567928353376e-02
3.240000000000000955e-07,4.476626170196380122e-02
3.250000000000000647e-07,4.479662103915443838e-02
3.260000000000000869e-07,4.482764500119199025e-02
3.270000000000000561e-07,4.485903064464924483e-02
3.280000000000000783e-07,4.489031955759129749e-02
3.290000000000001005e-07,4.492077442684475064e-02
3.300000000000000698e-07,4.495122929609819684e-02
3.310000000000000920e-07,4.498026074305898347e-02
3.320000000000000612e-07,4.500886673185250375e-02
3.330000000000000834e-07,4.503602200433031583e-02
3.340000000000000526e-07,4.506265326512128022e-02
3.350000000000000748e-07,4.509092641009749408e-02
3.360000000000000970e-07,4.512090748061445972e-02
3.370000000000000663e-07,4.514959457568028939e-02
3.380000000000000885e-07,4.517628838459883389e-02
3.390000000000000577e-07,4.520289897344638430e-02
3.400000000000000799e-07,4.522827046772146670e-02
3.410000000000001021e-07,4.525364196199654909e-02
3.420000000000000713e-07,4.528041275618638339e-02
3.430000000000000935e-07,4.530728417748243475e-02
3.440000000000000628e-07,4.533308194137063152e-02
3.450000000000000850e-07,4.535846615282315697e-02
3.460000000000000542e-07,4.538098547099368024e-02
3.470000000000000764e-07,4.540198355299232547e-02
3.480000000000000986e-07,4.542306914439162707e-02
3.490000000000000679e-07,4.544429695840916661e-02
3.500000000000000900e-07,4.546652839639820504e-02
3.510000000000000593e-07,4.549044379064384053e-02
3.520000000000000815e-07,4.551386604441762240e-02
3.530000000000001037e-07,4.553641274457820992e-02
3.540000000000000729e-07,4.555880074292303905e-02
3.550000000000000951e-07,4.557965353050039137e-02
3.560000000000000644e-07,4.560051203227719757e-02
3.570000000000000865e-07,4.562166101270583030e-02
3.580000000000000558e-07,4.564280999313445608e-02
3.590000000000000780e-07,4.566277049722605730e-02
3.600000000000001002e-07,4.568245934092463045e-02
3.610000000000000694e-07,4.570241824855484497e-02
3.620000000000000916e-07,4.572243980724437218e-02
3.630000000000000609e-07,4.574420134411237571e-02
3.640000000000000831e-07,4.576682775967590849e-02
3.650000000000001052e-07,4.578864845001186235e-02
3.660000000000000745e-07,4.580859055639450311e-02
3.670000000000000967e-07,4.582822908671628503e-02
3.680000000000000659e-07,4.584672948859706137e-02
3.690000000000000881e-07,4.586522989047783772e-02
3.700000000000000574e-07,4.588304396205251240e-02
3.710000000000000796e-07,4.590081821748757951e-02
3.720000000000001018e-07,4.591936044854229987e-02
3.730000000000000710e-07,4.593830613407972469e-02
3.740000000000000932e-07,4.595516969751688163e-02
3.750000000000000624e-07,4.597066907428687399e-02
3.760000000000000846e-07,4.598534222868321669e-02
3.770000000000000539e-07,4.599864331248180310e-02
3.780000000000000761e-07,4.601264369105784874e-02
3.790000000000000983e-07,4.602860215231081853e-02
3.800000000000000675e-07,4.604456061356378832e-02
3.810000000000000897e-07,4.606089352507378859e-02
3.820000000000000589e-07,4.607725356131774086e-02
3.830000000000000811e-07,4.609257248654723138e-02
3.840000000000001563e-07,4.610766072980595348e-02
3.850000000000001255e-07,4.612311057151533694e-02
3.860000000000001477e-07,4.613881019480515350e-02
3.870000000000001170e-07,4.615337540914012104e-02
3.880000000000001391e-07,4.616696989288962549e-02
3.890000000000001613e-07,4.617980584211402173e-02
3.900000000000001306e-07,4.619049835741512178e-02
3.910000000000001528e-07,4.620233547634561289e-02
3.920000000000001220e-07,4.621744500732986871e-02
3.930000000000001442e-07,4.623284883873069601e-02
3.940000000000001135e-07,4.624923894466766855e-02
3.950000000000001357e-07,4.626562905060462721e-02
3.960000000000001578e-07,4.627898428232773281e-02
3.970000000000001271e-07,4.629227566240910058e-02
3.980000000000001493e-07,4.630303892250565295e-02
3.990000000000001185e-07,4.631348591879259902e-02
4.000000000000001407e-07,4.632366884303341925e-02
4.010000000000001629e-07,4.633373840665315491e-02
4.020000000000001322e-07,4.634504695500879512e-02
4.030000000000001543e-07,4.635750247342561997e-02
4.040000000000001236e-07,4.637104156240866304e-02
4.050000000000001458e-07,4.638637881757717157e-02
4.060000000000001150e-07,4.640116141113018178e-02
4.070000000000001372e-07,4.641293617123697091e-02
4.080000000000001594e-07,4.642460133140478146e-02
4.090000000000001287e-07,4.643523765337049386e-02
4.100000000000001509e-07,4.644587397533620626e-02
4.110000000000001201e-07,4.645692829292438070e-02
4.120000000000001423e-07,4.646807769008357708e-02
4.130000000000001645e-07,4.647852518322118792e-02
4.140000000000001337e-07,4.648837786259989169e-02
4.150000000000001559e-07,4.649720850665214900e-02
4.160000000000001252e-07,4.650490353230761487e-02
4.170000000000001474e-07,4.651346305589282998e-02
4.180000000000001166e-07,4.652446334391824312e-02
4.190000000000001388e-07,4.653544456773793525e-02
4.200000000000001610e-07,4.654630116062541401e-02
4.210000000000001302e-07,4.655715775351289276e-02
4.220000000000001524e-07,4.656455478404540604e-02
4.230000000000001217e-07,4.657109756347378032e-02
4.240000000000001439e-07,4.657922273206257374e-02
4.250000000000001661e-07,4.658801219748340966e-02
4.260000000000001353e-07,4.659699339335327678e-02
4.270000000000001575e-07,4.660619879130506460e-02
4.280000000000001267e-07,4.661550982214548305e-02
4.290000000000001489e-07,4.662496401357017067e-02
4.300000000000001182e-07,4.663433804222764933e-02
4.310000000000001404e-07,4.664312397351524225e-02
4.320000000000001626e-07,4.665190990480283517e-02
4.330000000000001318e-07,4.665882094536021041e-02
4.340000000000001540e-07,4.666545084164739482e-02
4.350000000000001233e-07,4.667020468909360148e-02
4.360000000000001454e-07,4.667442615117495947e-02
4.370000000000001147e-07,4.668045922203186565e-02
4.380000000000001369e-07,4.668775193407155577e-02
4.390000000000001591e-07,4.669525295993645631e-02
4.400000000000001283e-07,4.670302133757028851e-02
4.410000000000001505e-07,4.671088285379869365e-02
4.420000000000001198e-07,4.671895156266053090e-02
4.430000000000001419e-07,4.672652491880504438e-02
4.440000000000001641e-07,4.673298465233664128e-02
4.450000000000001334e-07,4.673941396160666978e-02
4.460000000000001556e-07,4.674552247377675163e-02
4.470000000000001248e-07,4.675161352508375168e-02
4.480000000000001470e-07,4.675710126397584349e-02
4.490000000000001163e-07,4.676258900286794917e-02
4.500000000000001385e-07,4.676825486916443703e-02
4.510000000000001606e-07,4.677398312744938252e-02
4.520000000000001299e-07,4.677928820385817560e-02
4.530000000000001521e-07,4.678257984617494730e-02
4.540000000000001213e-07,4.678587148849171207e-02
4.550000000000001435e-07,4.678969742342726362e-02
4.560000000000001657e-07,4.679352962193993742e-02
4.570000000000001350e-07,4.679973349187284415e-02
4.580000000000001572e-07,4.680641396937011700e-02
4.590000000000001264e-07,4.681120128787938373e-02
4.600000000000001486e-07,4.681521034714818813e-02
4.610000000000001178e-07,4.681771656661345288e-02
4.620000000000001400e-07,4.681866896355332819e-02
4.630000000000001622e-07,4.682025755886064927e-02
4.640000000000001315e-07,4.682516242400422413e-02
4.650000000000001537e-07,4.682978892265601822e-02
4.660000000000001229e-07,4.683284604955378211e-02
4.670000000000001451e-07,4.683590317645154599e-02
4.680000000000001673e-07,4.683755112635301643e-02
4.690000000000001365e-07,4.683899583343269918e-02
4.700000000000001587e-07,4.684179081773293118e-02
4.710000000000001280e-07,4.684490326522480763e-02
4.720000000000001502e-07,4.684812357863183535e-02
4.730000000000001194e-07,4.685146124102093634e-02
4.740000000000001416e-07,4.685502851405773383e-02
4.750000000000001638e-07,4.685909113797273595e-02
4.760000000000001330e-07,4.686283704893853125e-02
4.770000000000001552e-07,4.686460363306737403e-02
4.780000000000001245e-07,4.686627872537706130e-02
4.790000000000000937e-07,4.686557124137059882e-02
4.800000000000001689e-07,4.686486375736415022e-02
4.810000000000001381e-07,4.686572478371521522e-02
4.820000000000001074e-07,4.686698548823359928e-02
4.830000000000001825e-07,4.687174340832024610e-02
4.840000000000001517e-07,4.687762248741743354e-02
4.850000000000001210e-07,4.688032490052355949e-02
4.860000000000001961e-07,4.688199640998940571e-02
4.870000000000001654e-07,4.688191050499685569e-02
4.880000000000001346e-07,4.687958366075370420e-02
4.890000000000001039e-07,4.687734722592259290e-02
4.900000000000001790e-07,4.687559952294347715e-02
4.910000000000001482e-07,4.687404565775653981e-02
4.920000000000001175e-07,4.687592076721509154e-02
4.930000000000001926e-07,4.687779587667366410e-02
4.940000000000001619e-07,4.687873204118237630e-02
4.950000000000001311e-07,4.687930812426820831e-02
4.960000000000001004e-07,4.687682891779247629e-02
4.970000000000001755e-07,4.687230331916906328e-02
4.980000000000001448e-07,4.687343579515420439e-02
4.990000000000001140e-07,4.688551047419259321e-02
5.000000000000000833e-07,4.689758515323096816e-02
